player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betmgm_odds,betmgm_ev,betonline_odds,betonline_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Higgs, Harry",150,+53233,+20000,-0.623,+20000,-0.623,+16000,-0.698,+20000,-0.623,+25388,-0.522,,0.00,+15000,-0.717,+25000,-0.529,,0.00,+20000,-0.623,+20000,-0.623,,0.00,+20000,-0.623,+20000,-0.623,+25000,-0.529
"Wu, Dylan",150,+54695,+35000,-0.359,+35000,-0.359,+42000,-0.232,+40000,-0.268,,0.00,,0.00,+30000,-0.451,+30000,-0.451,,0.00,+30000,-0.451,+30000,-0.451,,0.00,+30000,-0.451,+30000,-0.451,+20000,-0.633
"Bryan, Wesley",150,+55456,+20000,-0.638,+20000,-0.638,+16000,-0.710,+20000,-0.638,+25388,-0.541,,0.00,+15000,-0.728,+25000,-0.548,,0.00,+15000,-0.728,+20000,-0.638,,0.00,+20000,-0.638,+17500,-0.683,+25000,-0.548
"Kohles, Ben",150,+56238,+35000,-0.377,+25000,-0.554,+32000,-0.430,+25000,-0.554,,0.00,,0.00,+30000,-0.466,+20000,-0.643,,0.00,+25000,-0.554,+25000,-0.554,,0.00,+25000,-0.554,+30000,-0.466,+20000,-0.643
"Reeves, Seth",150,+57871,+35000,-0.395,+40000,-0.308,+42000,-0.274,+40000,-0.308,,0.00,,0.00,+30000,-0.481,+40000,-0.308,,0.00,+40000,-0.308,+40000,-0.308,,0.00,+40000,-0.308,+40000,-0.308,+50000,-0.136
"Naegel, Chris",150,+67697,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"Hadley, Chesson",150,+70075,+11000,-0.842,+12500,-0.820,+8000,-0.885,+15000,-0.785,+14216,-0.796,,0.00,+8000,-0.885,+10000,-0.856,+10000,-0.856,+10000,-0.856,+12500,-0.820,,0.00,+10000,-0.856,+10000,-0.856,+12500,-0.820
"Landry, Andrew",150,+72627,+22500,-0.689,+25000,-0.655,+28000,-0.614,+30000,-0.586,,0.00,,0.00,+25000,-0.655,+30000,-0.586,,0.00,+20000,-0.724,+25000,-0.655,,0.00,+20000,-0.724,+20000,-0.724,+25000,-0.655
"Hagy, Brandon",150,+75372,+30000,-0.601,+30000,-0.601,+32000,-0.575,+40000,-0.469,,0.00,,0.00,+30000,-0.601,+30000,-0.601,,0.00,+25000,-0.667,+30000,-0.601,,0.00,+30000,-0.601,+25000,-0.667,+35000,-0.535
"Noh, Seung-Yul",150,+78331,+35000,-0.552,+30000,-0.616,+32000,-0.591,+30000,-0.616,,0.00,,0.00,+30000,-0.616,+25000,-0.680,,0.00,+30000,-0.616,+30000,-0.616,,0.00,+30000,-0.616,+30000,-0.616,+25000,-0.680
"Thompson, Curtis",150,+83233,+50000,-0.399,+40000,-0.519,+50000,-0.399,+40000,-0.519,,0.00,,0.00,+50000,-0.399,+30000,-0.639,,0.00,+40000,-0.519,+30000,-0.639,,0.00,+35000,-0.579,+50000,-0.399,+20000,-0.759
"Gomez, Fabian",150,+86857,+20000,-0.769,+20000,-0.769,+28000,-0.677,+25000,-0.711,+25388,-0.707,,0.00,+25000,-0.711,+15000,-0.826,,0.00,+20000,-0.769,+20000,-0.769,,0.00,+20000,-0.769,+20000,-0.769,+20000,-0.769
"Skinns, David",150,+92923,+40000,-0.569,+30000,-0.676,+32000,-0.655,+30000,-0.676,,0.00,,0.00,+30000,-0.676,+30000,-0.676,,0.00,+30000,-0.676,+40000,-0.569,,0.00,+30000,-0.676,+30000,-0.676,+35000,-0.623
"Wolfe, Jared",150,+95138,+50000,-0.474,+40000,-0.579,+75000,-0.211,+40000,-0.579,,0.00,,0.00,+50000,-0.474,+40000,-0.579,,0.00,+40000,-0.579,+50000,-0.474,,0.00,+40000,-0.579,+40000,-0.579,+35000,-0.631
"Dufner, Jason",150,+102464,+30000,-0.707,+30000,-0.707,+42000,-0.590,+40000,-0.609,,0.00,,0.00,+30000,-0.707,+35000,-0.658,,0.00,+30000,-0.707,+30000,-0.707,,0.00,+35000,-0.658,+40000,-0.609,+35000,-0.658
"Brehm, Ryan",150,+105163,+75000,-0.287,+40000,-0.619,+50000,-0.524,+40000,-0.619,,0.00,,0.00,+50000,-0.524,+50000,-0.524,,0.00,+40000,-0.619,+50000,-0.524,,0.00,+40000,-0.619,+50000,-0.524,+35000,-0.667
"Gainey, Tommy",150,+108008,+60000,-0.444,+50000,-0.537,+50000,-0.537,+30000,-0.722,,0.00,,0.00,+50000,-0.537,+75000,-0.305,,0.00,+50000,-0.537,+50000,-0.537,,0.00,+50000,-0.537,+50000,-0.537,+50000,-0.537
"Kang, Sung",150,+111011,+30000,-0.729,+30000,-0.729,+28000,-0.747,+40000,-0.639,,0.00,,0.00,+25000,-0.774,+40000,-0.639,,0.00,+30000,-0.729,+30000,-0.729,,0.00,+30000,-0.729,+30000,-0.729,+35000,-0.684
"McGreevy, Max",150,+114186,+45000,-0.605,+40000,-0.649,+50000,-0.562,+40000,-0.649,,0.00,,0.00,+50000,-0.562,+35000,-0.693,,0.00,+30000,-0.737,+50000,-0.562,,0.00,+40000,-0.649,+30000,-0.737,+50000,-0.562
"Knous, Jim",150,+114186,+30000,-0.737,+30000,-0.737,+32000,-0.719,+40000,-0.649,,0.00,,0.00,+30000,-0.737,+30000,-0.737,,0.00,+30000,-0.737,+30000,-0.737,,0.00,+30000,-0.737,+30000,-0.737,+35000,-0.693
"Chalmers, Greg",150,+128932,+50000,-0.612,+40000,-0.689,+50000,-0.612,+40000,-0.689,,0.00,,0.00,+50000,-0.612,+50000,-0.612,,0.00,+50000,-0.612,+50000,-0.612,,0.00,+50000,-0.612,+75000,-0.418,+50000,-0.612
"Hoag, Bo",150,+133233,+50000,-0.624,+40000,-0.699,+42000,-0.684,+40000,-0.699,,0.00,,0.00,+30000,-0.774,+40000,-0.699,,0.00,+40000,-0.699,+40000,-0.699,,0.00,+40000,-0.699,+50000,-0.624,+50000,-0.624
"Flavin, Patrick",150,+137831,+30000,-0.782,+30000,-0.782,+42000,-0.695,+40000,-0.709,,0.00,,0.00,+30000,-0.782,+30000,-0.782,,0.00,+40000,-0.709,+30000,-0.782,,0.00,+35000,-0.746,+50000,-0.637,+25000,-0.818
"Van Der Walt, Dawie",150,+137831,+50000,-0.637,+40000,-0.709,+42000,-0.695,+40000,-0.709,,0.00,,0.00,+30000,-0.782,+40000,-0.709,,0.00,+40000,-0.709,+40000,-0.709,,0.00,+40000,-0.709,+50000,-0.637,+35000,-0.746
"Blixt, Jonas",150,+148048,+50000,-0.662,+40000,-0.729,+32000,-0.783,+50000,-0.662,,0.00,,0.00,+30000,-0.797,+30000,-0.797,,0.00,+40000,-0.729,+50000,-0.662,,0.00,+40000,-0.729,+40000,-0.729,+50000,-0.662
"Garrigus, Robert",150,+166567,+45000,-0.729,+40000,-0.759,+50000,-0.699,+30000,-0.819,,0.00,,0.00,+50000,-0.699,+40000,-0.759,,0.00,+40000,-0.759,+50000,-0.699,,0.00,+50000,-0.699,+50000,-0.699,+50000,-0.699
"Gay, Brian",150,+173813,+27500,-0.841,+30000,-0.827,+28000,-0.838,+40000,-0.769,,0.00,,0.00,+25000,-0.856,+35000,-0.798,,0.00,+25000,-0.856,+30000,-0.827,,0.00,+30000,-0.827,+25000,-0.856,+50000,-0.712
"Weekley, Boo",150,+173813,+75000,-0.568,+50000,-0.712,+50000,-0.712,+40000,-0.769,,0.00,,0.00,+50000,-0.712,+50000,-0.712,,0.00,+50000,-0.712,+50000,-0.712,,0.00,+50000,-0.712,+50000,-0.712,+50000,-0.712
"Baddeley, Aaron",150,+181718,+25000,-0.862,+30000,-0.834,+28000,-0.845,+40000,-0.779,,0.00,,0.00,+25000,-0.862,+30000,-0.834,,0.00,+25000,-0.862,+30000,-0.834,,0.00,+30000,-0.834,+25000,-0.862,+35000,-0.807
"Hensby, Mark",150,+199900,+30000,-0.850,+30000,-0.850,+42000,-0.789,+40000,-0.799,,0.00,,0.00,+30000,-0.850,+35000,-0.825,,0.00,+25000,-0.875,+30000,-0.850,,0.00,+30000,-0.850,+25000,-0.875,+35000,-0.825
"Trainer, Martin",150,+199900,+60000,-0.700,+50000,-0.750,+50000,-0.750,+40000,-0.799,,0.00,,0.00,+50000,-0.750,+40000,-0.799,,0.00,+50000,-0.750,+50000,-0.750,,0.00,+50000,-0.750,+50000,-0.750,+50000,-0.750
"Drewitt, Brett",150,Inf,+40000,-0.810,+35000,-0.833,+42000,-0.800,+40000,-0.810,,0.00,,0.00,+30000,-0.857,+40000,-0.810,,0.00,+30000,-0.857,+40000,-0.810,,0.00,+35000,-0.833,+30000,-0.857,+35000,-0.833
"Creel, Joshua",150,Inf,+45000,-0.797,+40000,-0.820,+50000,-0.775,+40000,-0.820,,0.00,,0.00,+50000,-0.775,+50000,-0.775,,0.00,+40000,-0.820,+50000,-0.775,,0.00,+40000,-0.820,+40000,-0.820,+50000,-0.775
"Werenski, Richy",150,Inf,+60000,-0.730,+50000,-0.775,+42000,-0.811,+40000,-0.820,,0.00,,0.00,+30000,-0.865,+40000,-0.820,,0.00,+40000,-0.820,+50000,-0.775,,0.00,+50000,-0.775,+40000,-0.820,+50000,-0.775
"Trahan, D.J.",150,Inf,+50000,-0.800,+50000,-0.800,+50000,-0.800,+80000,-0.680,,0.00,,0.00,+50000,-0.800,+40000,-0.840,,0.00,,0.00,+50000,-0.800,,0.00,+50000,-0.800,+40000,-0.840,+50000,-0.800
"Stefani, Shawn",150,Inf,+45000,-0.831,+40000,-0.850,+50000,-0.812,+20000,-0.925,,0.00,,0.00,+50000,-0.812,+40000,-0.850,,0.00,+30000,-0.887,+50000,-0.812,,0.00,+40000,-0.850,+30000,-0.887,+50000,-0.812
"Watney, Nick",150,Inf,+40000,-0.910,+40000,-0.910,+50000,-0.887,+40000,-0.910,,0.00,,0.00,+50000,-0.887,+40000,-0.910,,0.00,+40000,-0.910,+50000,-0.887,,0.00,+40000,-0.910,+40000,-0.910,+50000,-0.887
"Hearn, David",150,Inf,+50000,-0.900,+50000,-0.900,+50000,-0.900,+50000,-0.900,,0.00,,0.00,+50000,-0.900,+50000,-0.900,,0.00,+40000,-0.920,+50000,-0.900,,0.00,+50000,-0.900,+40000,-0.920,+50000,-0.900
"Barnes, Ricky",150,Inf,+75000,-0.887,+75000,-0.887,+50000,-0.925,+80000,-0.880,,0.00,,0.00,+50000,-0.925,+50000,-0.925,,0.00,+75000,-0.887,+100000,-0.850,,0.00,+50000,-0.925,+75000,-0.887,+100000,-0.850
"Van Pelt, Bo",150,Inf,+75000,-0.887,+50000,-0.925,+50000,-0.925,+40000,-0.940,,0.00,,0.00,+50000,-0.925,+50000,-0.925,,0.00,+50000,-0.925,+50000,-0.925,,0.00,+50000,-0.925,+75000,-0.887,+50000,-0.925
"Crane, Ben",150,Inf,+75000,-0.906,+50000,-0.937,+50000,-0.937,+80000,-0.900,,0.00,,0.00,+50000,-0.937,+50000,-0.937,,0.00,+50000,-0.937,+50000,-0.937,,0.00,+50000,-0.937,+75000,-0.906,+50000,-0.937
"Atwal, Arjun",150,Inf,+75000,-0.906,+50000,-0.937,+100000,-0.875,+50000,-0.937,,0.00,,0.00,+100000,-0.875,+50000,-0.937,,0.00,+50000,-0.937,+50000,-0.937,,0.00,+50000,-0.937,+50000,-0.937,+50000,-0.937
"Ernst, Derek",150,Inf,+100000,-0.900,+75000,-0.925,+50000,-0.950,+80000,-0.920,,0.00,,0.00,+50000,-0.950,+100000,-0.900,,0.00,+75000,-0.925,+100000,-0.900,,0.00,+50000,-0.950,+75000,-0.925,+100000,-0.900
"Merrick, John",150,Inf,+100000,-0.950,+100000,-0.950,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+100000,-0.950,+100000,-0.950,,0.00,+100000,-0.950,+100000,-0.950,,0.00,+50000,-0.975,+100000,-0.950,+100000,-0.950
"Wagner, Johnson",150,Inf,+75000,-0.962,+50000,-0.975,+50000,-0.975,+25000,-0.987,,0.00,,0.00,+50000,-0.975,+50000,-0.975,,0.00,+75000,-0.962,+75000,-0.962,,0.00,+50000,-0.975,+100000,-0.950,+100000,-0.950
"Stanley, Preston",118,Inf,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"Points, D.A.",150,Inf,+100000,-0.975,+75000,-0.981,+50000,-0.987,+80000,-0.980,,0.00,,0.00,+50000,-0.987,+100000,-0.975,,0.00,,0.00,+75000,-0.981,,0.00,+50000,-0.987,+75000,-0.981,+100000,-0.975
"Uresti, Omar",123,Inf,Inf,-0.950,+100000,-0.975,+100000,-0.975,+50000,-0.987,,0.00,,0.00,+100000,-0.975,Inf,-0.937,,0.00,+100000,-0.975,+150000,-0.962,,0.00,+50000,-0.987,+100000,-0.975,+100000,-0.975
"Gannon, Luke",135,,+100000,-1.100,+100000,-1.100,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+75000,-1.075,,0.00,+75000,-1.075,+100000,-1.100,,0.00,+50000,-1.050,+75000,-1.075,+100000,-1.100
"Riley, Quinn",118,,+60000,-1.060,+50000,-1.050,+50000,-1.050,+50000,-1.050,,0.00,,0.00,+50000,-1.050,+50000,-1.050,,0.00,+50000,-1.050,+50000,-1.050,,0.00,+50000,-1.050,+50000,-1.050,+50000,-1.050
"Johnson, Richard S.",150,,+100000,-1.100,+50000,-1.050,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,,0.00,+50000,-1.050,+50000,-1.050,+100000,-1.100
"Every, Matt",150,,+100000,-1.100,,0.00,,0.00,+40000,-1.040,,0.00,,0.00,,0.00,,0.00,,0.00,+50000,-1.050,+50000,-1.050,,0.00,+30000,-1.030,+50000,-1.050,+100000,-1.100
"McLachlin, Parker",150,,Inf,-1.200,+100000,-1.100,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+100000,-1.100,+150000,-1.150,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Stadler, Kevin",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Imada, Ryuji",150,,+100000,-1.100,,0.00,,0.00,+40000,-1.040,,0.00,,0.00,,0.00,,0.00,,0.00,+75000,-1.075,+50000,-1.050,,0.00,+40000,-1.040,+75000,-1.075,+100000,-1.100
"McCarty, Sean",9,,+100000,-1.100,+75000,-1.075,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Davis, Brian",150,,+150000,-1.150,+100000,-1.100,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+100000,-1.100,+75000,-1.075,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Senden, John",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+100000,-1.100,+100000,-1.100,,0.00,+50000,-1.050,+100000,-1.100,+100000,-1.100
"Petronzio, Nathan",102,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
"Jahn, Charles",90,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
