player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Sam Darnold,29048,QB,MIN,7,222,74.5,47,49,12.1,2.85,0,7,12.5,69.4,34,31,2.9,59,26.6,1,25,,42.1,75.4,79.0,74.0,58.9,63.5,0,0,66,22.6,145.3,11.9,7,3,0,2,6,2,3.0,539,11.0,0,18,48.9,72.9,72.7,64.5,77.2,127,140,8.9,3.22,0,5,3.3,66.4,93,54,5.1,163,73.4,5,52,,75.2,72.8,82.7,69.3,58.9,78.8,1,5,177,25.9,93.5,8.6,14,9,1,11,8,6,3.4,1071,7.7,79.7,128,133,9.2,2.8,0,7,4.8,73.7,98,0,3.9,137,61.7,4,52,,87.8,77.1,82.0,75.8,,60.2,0,4,149,,111.8,0.0,0,4,1,4,9,6,4.0,1223,9.2,4,67.4,46,56,11.2,3.65,0,5,7.8,51.8,29,85,6.5,85,38.3,2,25,,31.0,68.1,80.4,62.5,55.2,82.1,1,1,94,24.7,96.4,24.7,21,8,0,9,5,2,2.1,387,6.9
Justin Herbert,28237,QB,LAC,7,220,74.3,70,78,8.8,2.75,2,4,4.8,62.8,49,33,5.8,86,39.1,3,30,,28.4,77.2,80.3,75.7,,,2,0,94,24.2,112.1,9.3,8,0,0,4,6,2,2.1,600,7.7,0,27,31.3,79.3,78.8,58.7,79.3,111,118,8.1,3.03,1,9,7.3,66.1,78,43,11.4,134,60.9,10,36,,63.2,78.8,81.8,76.1,,71.1,1,1,140,16.3,89.1,5.2,7,8,1,4,2,5,3.6,843,7.1,80.0,135,141,8.1,2.55,2,9,6.1,70.9,100,0,7.4,144,65.5,8,55,,87.9,92.6,82.1,90.9,,82.8,0,0,151,,108.7,0.0,0,2,1,3,6,2,1.3,1127,8.0,0,69.6,46,55,9.3,3.61,1,4,6.7,49.1,27,76,15.6,76,34.5,5,11,,22.7,45.1,79.8,45.9,,56.2,3,1,83,19.7,71.5,19.7,15,6,0,5,2,5,6.0,316,5.7
Jordan Love,40306,QB,GB,6,216,71.4,70,78,10.4,2.41,4,2,2.4,59.0,46,30,8.0,85,39.4,4,25,,84.3,60.3,80.2,59.7,,62.9,1,5,92,10.0,68.3,3.5,3,2,0,3,4,4,4.3,500,6.4,0,12,80.3,70.6,67.7,75.6,74.6,114,123,8.8,2.75,0,6,4.6,63.4,78,37,8.2,131,60.6,7,50,,70.6,74.6,81.8,71.6,,77.3,4,4,138,10.8,106.7,3.1,4,3,0,5,11,5,3.6,1047,8.5,76.4,144,147,8.2,2.32,3,7,4.6,69.4,102,0,7.3,149,69.0,8,58,,88.1,78.5,82.2,77.1,,58.3,0,5,155,,104.5,0.0,0,1,0,0,12,6,3.9,1112,7.6,0,62.5,40,54,13.8,3.27,1,1,1.6,40.7,22,67,12.0,67,31.0,3,17,,57.2,50.5,79.5,46.5,,80.6,5,4,75,10.4,57.3,10.4,7,4,0,8,3,3,4.0,435,8.1
Jared Goff,10635,QB,DET,7,214,82.9,76,81,7.6,2.52,1,4,4.9,77.8,63,29,0.0,88,41.1,0,43,,84.0,77.0,80.1,74.6,,64.4,1,3,88,13.8,131.6,4.5,4,1,0,3,8,3,3.4,922,11.4,0,11,42.2,67.0,64.2,63.1,75.7,103,108,6.7,2.73,2,2,1.7,71.3,77,46,1.3,126,58.9,1,40,64.7,27.0,56.6,81.6,55.0,90.7,59.4,1,1,133,28.3,102.9,10.3,13,5,1,1,5,5,3.8,773,7.2,79.4,131,135,6.5,2.41,1,6,4.3,76.3,103,0,1.0,139,65.0,1,59,64.7,87.5,75.0,81.9,72.4,90.7,61.3,0,2,143,,123.9,0.0,0,2,1,2,11,4,2.8,1206,8.9,1,77.1,48,54,8.8,3.08,2,0,0.0,68.5,37,75,0.0,75,35.0,0,24,,22.2,48.9,79.6,48.1,,64.1,2,2,78,22.7,93.8,22.7,17,4,0,2,2,4,5.1,489,9.1
Justin Fields,82118,QB,PIT,6,195,86.1,36,42,5.5,2.85,0,1,2.1,61.9,26,29,16.1,55,28.2,5,14,,39.4,69.1,78.8,68.5,,61.7,2,0,63,27.6,100.5,14.5,8,5,0,4,2,1,1.6,312,7.4,0,25,61.7,71.4,67.2,74.8,76.4,110,118,8.4,3.18,2,5,4.0,67.8,80,48,4.8,140,71.8,4,37,,64.8,67.3,82.0,65.0,,68.4,1,1,149,14.6,91.6,5.0,7,14,1,4,3,5,3.4,794,6.7,81.5,108,111,6.7,2.67,1,4,3.4,74.8,83,0,5.7,118,60.5,5,35,,86.4,78.7,81.3,79.3,,50.5,0,1,124,,105.8,0.0,0,6,1,1,5,2,1.6,803,7.2,4,71.1,38,49,10.4,3.72,1,2,3.6,46.9,23,77,14.8,77,39.5,4,16,,27.6,52.6,80.1,45.2,,75.2,3,0,88,19.5,67.0,19.5,15,13,0,7,0,4,4.5,303,6.2
Jacoby Brissett,10725,QB,NE,6,186,57.5,40,47,8.9,2.78,1,2,3.9,46.8,22,31,4.3,56,30.1,1,14,,37.6,54.9,78.6,52.3,,71.4,2,0,60,19.4,64.6,10.7,6,3,0,4,0,1,1.7,265,5.6,0,19,36.9,59.4,58.8,56.7,76.2,101,112,6.9,2.95,0,3,2.5,64.3,72,51,6.5,130,69.9,5,31,,62.9,63.0,81.8,62.5,,60.2,3,1,138,23.5,78.8,9.2,12,6,1,7,2,5,3.6,563,5.0,74.7,99,102,5.7,2.4,1,0,0.0,67.6,69,0,6.8,104,55.9,5,27,,85.6,64.9,80.9,64.0,,62.9,0,0,110,,86.1,0.0,0,2,1,1,2,1,0.9,517,5.1,2,61.9,42,57,11.5,3.53,0,5,7.9,43.9,25,82,3.8,82,44.1,1,18,,27.5,54.4,80.1,52.5,,66.4,5,1,88,22.0,54.1,22.0,18,7,0,10,0,5,5.7,311,5.5
Andy Dalton,6187,QB,CAR,6,175,75.5,53,56,7.5,2.07,2,0,0.0,69.6,39,15,2.5,64,36.6,1,19,,27.5,55.2,79.2,54.0,,66.4,0,3,69,26.7,69.7,6.3,4,2,0,1,1,5,7.2,349,6.2,0,5,58.2,68.1,67.4,58.0,78.6,98,104,6.6,2.81,1,6,5.6,64.4,67,35,13.0,111,63.4,10,33,,86.0,74.5,81.1,74.4,,55.1,0,3,116,8.6,88.6,2.7,3,4,0,5,6,3,2.6,640,6.2,79.7,118,120,6.2,2.32,1,6,4.7,70.0,84,0,10.6,125,71.4,10,39,,69.7,70.2,81.6,70.2,,51.9,0,4,132,,88.6,0.0,0,3,0,1,5,6,4.5,811,6.8,0,69.7,33,40,9.6,3.09,2,0,0.0,55.0,22,50,4.3,50,28.6,1,13,,34.0,60.3,78.2,58.1,,67.5,0,2,53,14.0,62.3,14.0,7,3,0,5,2,2,3.8,178,4.5
Anthony Richardson,124393,QB,IND,6,155,44.4,27,34,17.2,3.24,0,2,5.6,29.4,10,25,16.7,42,27.1,2,7,,29.0,36.4,77.5,33.9,,63.6,6,2,44,4.0,31.7,2.4,1,7,0,1,1,3,6.8,158,4.6,1,14,24.9,48.7,49.5,53.0,59.3,91,99,12.2,2.94,1,8,7.8,49.5,49,30,9.3,113,72.9,5,35,,86.0,64.5,81.1,58.8,,90.7,3,5,117,26.7,66.1,7.1,8,6,2,2,3,5,4.3,800,8.1,57.8,90,93,12.1,2.64,1,6,6.3,48.4,45,0,13.5,100,64.5,7,31,,85.1,56.4,80.6,51.4,,86.2,0,5,102,,57.9,0.0,0,7,2,0,2,5,4.9,685,7.4,2,50.0,28,40,17.4,3.73,0,4,9.1,35.0,14,55,0.0,55,35.5,0,11,,36.3,53.3,78.6,50.5,,68.7,9,2,59,16.4,55.5,16.4,9,6,0,3,2,3,5.1,273,6.8
Will Levis,83542,QB,TEN,5,152,70.4,27,30,11.3,2.74,0,1,3.1,56.7,17,16,10.5,37,24.3,2,10,,78.7,28.8,77.1,29.6,,54.1,1,3,39,25.0,42.5,10.8,4,3,0,2,1,2,5.1,156,5.2,0,31,41.6,44.9,41.1,69.0,75.6,90,95,7.8,2.8,1,1,1.0,69.5,66,41,2.9,115,75.7,2,29,,29.5,52.1,81.3,50.9,,64.6,1,4,121,26.8,80.3,9.6,11,9,0,3,4,5,4.1,543,5.7,74.7,87,89,8.5,2.45,1,2,2.2,70.8,63,0,3.1,95,62.5,2,31,,46.6,61.0,80.4,60.4,,62.0,0,4,96,,83.0,1.1,1,5,0,1,4,4,4.2,549,6.2,1,73.3,30,36,8.9,3.34,0,0,0.0,55.6,20,57,9.1,57,37.5,2,8,,39.4,25.8,78.9,25.4,,59.3,2,3,64,24.6,40.3,24.6,14,7,0,4,1,3,4.7,150,4.2
Derek Carr,8671,QB,NO,5,138,72.1,43,47,10.1,2.55,0,1,2.1,63.8,30,20,3.2,50,36.2,1,19,,80.5,67.1,78.0,67.0,,58.3,0,4,51,5.0,72.3,2.0,1,1,0,4,3,3,5.9,352,7.5,0,20,88.1,88.0,87.8,57.2,82.9,76,81,9.0,2.59,3,6,6.7,74.1,60,28,4.8,88,63.8,3,23,,84.6,92.2,80.4,91.6,,54.5,0,0,96,14.3,117.2,4.5,4,2,0,2,5,1,1.0,637,7.9,84.5,84,86,7.7,2.41,1,2,2.1,80.2,69,0,2.8,90,65.2,2,30,,84.8,87.4,80.5,86.1,,54.5,0,2,98,,105.6,0.0,0,2,0,1,4,2,2.0,684,8.0,1,65.7,35,42,13.6,2.88,2,5,11.6,50.0,21,48,8.7,48,34.8,2,12,,80.3,79.8,77.9,79.1,,58.3,0,2,49,10.4,85.9,10.4,5,1,0,5,4,2,4.1,305,7.3
Spencer Rattler,97408,QB,NO,3,119,72.7,33,38,7.4,2.78,0,1,2.5,55.3,21,21,12.5,46,38.7,3,10,,19.7,51.7,77.9,51.5,,61.2,2,1,49,28.6,66.2,13.0,6,2,0,3,1,3,6.1,185,4.9,0,20,24.6,55.9,55.4,58.4,76.4,55,61,7.3,2.8,2,0,0.0,62.3,38,24,9.5,73,61.3,4,15,,83.2,61.8,79.6,59.4,,69.9,1,1,78,33.3,73.5,11.0,8,4,0,3,0,2,2.6,386,6.3,79.4,68,72,6.1,2.34,2,1,1.3,66.7,48,0,11.1,74,62.2,6,18,,83.3,79.1,79.7,78.0,,59.4,0,1,79,,81.9,0.0,0,2,0,2,1,1,1.3,440,6.1,0,60.0,20,27,11.6,3.54,0,0,0.0,40.7,11,45,8.3,45,37.8,1,7,,19.6,28.0,77.8,26.7,,72.4,3,1,48,31.1,40.8,31.1,14,4,0,4,0,4,8.3,131,4.9
Bryce Young,123943,QB,CAR,5,119,70.4,27,31,7.4,2.78,1,2,6.1,61.3,19,16,0.0,38,31.9,0,8,,79.0,46.2,77.2,48.0,,54.5,0,1,40,31.3,63.1,13.2,5,2,0,3,0,1,2.5,174,5.6,0,5,86.6,40.8,44.9,48.1,65.2,66,71,7.9,2.9,1,1,1.3,59.2,42,23,2.3,81,68.1,1,17,,83.9,45.2,80.0,46.7,,53.0,0,4,86,17.4,57.8,4.9,4,6,0,4,2,4,4.7,349,4.9,69.9,73,75,6.0,2.32,2,0,0.0,68.0,51,0,0.0,80,67.2,0,17,,83.6,47.8,79.8,48.9,,55.1,0,4,82,,61.0,0.0,0,5,0,0,1,4,4.9,360,4.8,3,55.0,20,27,14.2,3.98,0,3,9.4,37.0,10,39,9.1,39,32.8,1,8,,79.6,42.2,77.5,44.7,,51.6,0,1,44,23.1,55.0,23.1,9,3,0,7,1,1,2.3,163,6.0
Joe Flacco,4332,QB,IND,3,118,55.2,29,31,10.4,2.29,0,0,0.0,51.6,16,13,0.0,34,28.8,0,10,,78.4,54.6,76.8,54.9,,,0,0,36,15.4,85.0,5.9,2,0,0,2,2,1,2.8,137,4.4,0,14,86.7,71.2,70.0,61.6,79.2,72,77,8.7,2.69,1,3,3.7,71.4,55,15,3.5,84,71.2,2,28,,84.0,76.7,80.1,76.3,60.0,56.3,0,1,89,26.7,109.2,4.8,4,3,0,4,5,2,2.2,579,7.5,74.1,85,88,9.1,2.4,1,3,3.3,69.3,61,0,3.2,90,76.3,2,32,,84.4,75.7,80.3,75.5,60.0,55.3,0,0,93,,108.3,0.0,0,1,0,2,5,2,2.2,624,7.1,0,62.5,16,20,9.8,3.12,0,0,0.0,50.0,10,28,0.0,28,23.7,0,6,,77.6,53.3,76.4,52.3,,63.0,0,1,32,21.4,75.4,21.4,6,2,0,4,2,1,3.1,92,4.6
Tua Tagovailoa,60326,QB,MIA,3,113,77.3,22,22,6.2,2.22,0,1,4.2,63.6,14,8,17.6,26,23.0,3,8,,25.5,65.7,75.9,60.6,,73.4,0,0,28,12.5,92.4,3.8,1,2,0,0,1,1,3.6,117,5.3,1,17,32.5,66.9,64.8,66.4,78.1,73,78,6.5,2.3,3,5,6.3,69.2,54,11,5.3,87,77.0,3,30,,84.2,69.9,80.1,65.6,,82.6,0,3,90,36.4,84.3,4.6,4,2,0,2,2,2,2.2,600,7.7,80.7,83,87,6.6,2.06,3,6,6.7,70.1,61,0,9.0,94,83.2,6,32,,84.7,80.6,80.4,76.0,,82.6,0,2,97,,90.2,1.1,1,2,0,1,2,1,1.0,660,7.6,1,58.3,12,13,5.1,3.37,0,0,0.0,53.8,7,19,0.0,19,16.8,0,6,,23.4,30.2,74.9,27.6,,73.4,0,1,21,21.1,58.8,21.1,4,2,0,1,1,2,9.5,57,4.4
Drake Maye,143969,QB,NE,4,106,56.3,16,18,8.3,2.62,0,1,4.5,50.0,9,7,0.0,22,20.8,0,8,,76.6,60.8,75.6,58.0,,66.5,1,1,26,14.3,93.8,4.5,1,3,0,1,3,2,7.7,145,8.1,0,19,59.0,65.4,60.9,77.5,74.6,63,66,6.9,2.96,0,3,4.3,66.7,44,32,6.4,84,79.2,3,28,,51.8,67.0,80.1,61.9,,76.5,1,1,89,25.0,87.9,9.5,8,10,0,2,2,3,3.4,419,6.3,73.0,63,64,6.8,2.54,0,4,5.9,68.8,44,0,4.3,67,63.2,2,25,,82.6,82.9,79.3,77.5,,82.8,0,2,71,,96.1,0.0,0,3,0,1,4,3,4.2,444,6.9,1,62.5,16,20,8.7,3.5,0,0,0.0,45.0,9,39,10.0,39,36.8,1,11,,29.3,37.8,77.5,29.5,,67.3,2,0,44,23.1,81.3,23.1,9,10,0,2,1,2,4.5,120,6.0
Mason Rudolph,46569,QB,TEN,3,104,63.6,22,23,8.3,2.74,0,0,0.0,47.8,11,15,21.4,29,27.9,3,10,,77.6,72.4,76.6,64.7,,81.7,0,0,32,20.0,82.2,10.3,3,3,0,1,1,0,0.0,142,6.2,0,31,58.9,54.5,54.3,52.1,72.7,66,72,7.5,2.62,1,2,2.6,62.5,45,25,6.3,75,72.1,3,22,,83.5,51.6,79.7,50.6,,65.9,1,3,81,8.0,66.0,2.7,2,1,2,2,1,4,4.9,424,5.9,73.3,60,63,7.7,2.29,1,2,2.9,61.9,39,0,11.4,64,61.5,5,23,,82.4,59.1,79.3,57.5,,65.6,0,2,69,,71.0,0.0,0,1,2,0,1,3,4.3,382,6.1,0,64.3,28,32,7.5,3.23,0,0,0.0,53.1,17,40,5.6,40,38.5,1,9,,79.5,57.7,77.5,51.6,,81.8,1,1,44,12.5,67.7,12.5,5,3,0,3,1,1,2.3,184,5.8
Aidan O'Connell,60516,QB,LV,4,85,66.7,15,17,8.7,2.67,0,0,0.0,58.8,10,9,0.0,18,21.2,0,8,,75.6,51.9,75.0,52.4,,,1,0,22,11.1,91.5,5.6,1,0,0,1,1,0,0.0,85,5.0,0,23,84.2,47.7,48.2,,71.2,59,65,6.6,2.81,1,1,1.5,64.6,42,17,0.0,67,78.8,0,18,,82.3,48.2,79.1,48.8,,,2,2,68,11.8,72.0,3.0,2,0,0,3,1,3,4.4,370,5.7,75.9,58,59,6.3,2.49,0,1,1.7,74.6,44,0,0.0,59,69.4,0,18,,81.5,49.5,78.6,50.1,,,0,2,60,,77.0,0.0,0,0,0,1,0,3,5.0,381,6.5,2,50.0,16,23,9.9,3.43,1,0,0.0,34.8,8,26,0.0,26,30.6,0,8,,77.4,49.4,76.1,50.0,,,3,0,30,11.5,73.5,11.5,3,0,0,3,2,0,0.0,74,3.2
Tyler Huntley,46448,QB,MIA,3,82,62.5,8,10,16.1,3.24,0,0,0.0,40.0,4,10,20.0,18,22.0,1,4,,74.8,29.0,74.7,31.3,,51.1,0,1,20,50.0,21.3,27.8,5,2,0,2,0,4,20.0,61,6.1,0,17,85.1,62.3,57.5,71.6,75.0,52,56,8.5,2.55,2,1,1.6,62.5,35,15,10.3,64,78.0,4,18,,82.6,71.7,79.3,68.8,,70.2,1,0,71,13.3,83.6,3.1,2,5,0,1,1,1,1.4,316,5.6,79.2,48,50,8.3,2.25,2,1,1.9,68.0,34,0,10.5,57,69.5,4,19,,81.6,76.8,78.8,74.8,,66.6,0,1,62,,84.8,0.0,0,5,0,0,1,2,3.2,332,6.6,2,50.0,12,16,14.3,3.74,0,0,0.0,31.3,5,25,16.7,25,30.5,1,3,,77.2,28.3,76.0,29.0,,56.1,1,0,29,28.0,40.6,28.0,7,2,0,3,0,3,10.3,45,2.8
Russell Wilson,7077,QB,PIT,2,65,57.9,19,19,13.7,2.84,0,3,15.8,57.9,11,6,0.0,21,32.3,0,8,,23.4,66.7,74.9,77.3,,29.7,0,0,21,0.0,117.0,0.0,0,2,0,0,1,1,4.8,224,11.8,0,25,44.8,65.7,70.4,37.4,78.8,33,38,7.8,3.04,1,0,0.0,65.8,25,17,3.8,44,67.7,1,16,,80.0,60.7,77.7,62.2,,55.3,1,0,47,23.5,109.3,9.1,4,1,1,2,2,0,0.0,318,8.4,78.9,38,40,9.3,2.49,0,3,7.3,75.0,30,0,0.0,42,64.6,0,20,,79.5,80.9,77.4,81.1,,55.3,0,0,43,,132.4,0.0,0,1,1,1,3,0,0.0,411,10.3,0,50.0,14,17,11.8,3.86,1,0,0.0,35.3,6,23,14.3,23,35.4,1,4,,24.6,35.8,75.5,48.2,,29.7,1,0,25,17.4,63.6,17.4,4,2,0,1,0,1,4.0,131,7.7
Jameis Winston,9434,QB,CLV,3,56,73.3,15,19,10.9,2.04,3,1,4.8,57.9,11,4,0.0,20,35.7,0,8,,23.7,62.9,75.0,62.6,,,0,0,22,25.0,118.8,5.0,1,0,0,1,2,2,9.1,152,8.0,0,8,42.5,83.8,80.3,72.5,72.7,33,34,12.4,2.65,1,2,5.7,64.7,22,8,8.3,36,64.3,2,13,,78.6,88.5,76.9,86.0,,,0,0,37,25.0,108.1,5.6,2,0,0,0,2,1,2.7,265,7.8,75.6,41,44,11.4,2.23,3,3,6.7,65.9,29,0,6.5,44,78.6,2,18,,79.8,91.8,77.6,90.7,,,0,0,45,,122.3,0.0,0,0,0,0,4,1,2.2,370,8.4,0,57.1,7,9,15.0,3.16,1,0,0.0,44.4,4,12,0.0,12,21.4,0,3,,20.7,40.5,73.5,42.0,,,0,0,14,25.0,60.9,25.0,3,0,0,1,0,2,14.3,47,5.2
Malik Willis,60341,QB,GB,4,53,80.0,15,16,6.2,3.04,0,0,0.0,62.5,10,9,16.7,23,43.4,2,8,,75.9,62.8,75.2,62.1,,61.2,0,0,23,22.2,126.8,8.7,2,5,0,1,3,0,0.0,127,7.9,0,12,82.3,77.4,74.3,70.0,87.0,23,23,6.0,2.8,0,1,3.8,82.6,19,8,5.0,30,56.6,1,11,,77.9,80.9,76.5,78.5,,66.5,0,0,33,37.5,112.5,10.0,3,3,0,0,0,0,0.0,253,11.0,85.7,35,35,5.3,2.07,0,1,2.7,77.1,27,0,10.0,36,67.9,3,14,,78.7,87.1,77.0,84.8,,,0,0,38,,134.8,0.0,0,0,0,0,3,0,0.0,335,9.6,2,66.7,3,4,15.7,4.67,0,0,0.0,50.0,2,17,0.0,17,32.1,0,5,,74.5,48.8,74.3,36.6,,65.3,0,0,18,29.4,90.6,29.4,5,8,0,1,0,0,0.0,45,11.3
Skylar Thompson,60417,QB,MIA,2,40,50.0,6,7,13.8,2.76,0,0,0.0,42.9,3,4,0.0,9,22.5,0,1,,16.1,28.8,71.9,29.7,,,1,0,9,50.0,50.9,22.2,2,0,0,0,0,1,11.1,22,3.1,0,17,20.3,39.6,41.8,55.3,80.0,25,26,6.2,2.78,0,0,0.0,69.2,18,13,10.0,31,77.5,2,7,,26.5,49.6,76.4,52.2,,55.3,0,0,32,30.8,86.2,12.9,4,1,0,1,0,2,6.3,165,6.3,77.3,22,22,7.6,2.51,0,0,0.0,72.7,16,0,5.9,23,57.5,1,6,,76.1,56.6,75.3,59.3,,55.3,0,0,24,,90.5,0.0,0,1,0,0,0,1,4.2,147,6.7,0,66.7,9,11,7.8,3.14,0,0,0.0,45.5,5,17,16.7,17,42.5,1,2,,13.8,27.5,74.1,28.4,,,1,0,17,35.3,55.1,35.3,6,0,0,1,0,2,11.8,40,3.6
Jake Haener,60596,QB,NO,4,36,55.6,9,9,10.8,3.0,0,1,11.1,55.6,5,8,0.0,11,30.6,0,4,,71.9,62.0,72.9,63.4,,58.3,0,0,11,12.5,126.6,9.1,1,1,0,0,1,0,0.0,89,9.9,0,20,79.4,60.8,60.0,61.2,63.2,19,20,8.5,2.7,0,1,4.5,45.0,9,9,25.0,25,69.4,3,4,,76.8,59.3,75.8,58.0,,63.2,1,0,27,11.1,57.9,4.0,1,3,0,0,0,0,0.0,88,4.4,70.6,17,17,9.7,2.29,0,1,5.9,52.9,9,0,25.0,19,52.8,3,5,,74.8,60.1,74.5,61.2,,57.9,0,0,19,,88.1,0.0,0,1,0,0,1,0,0.0,91,5.4,0,45.5,11,12,8.5,3.34,0,1,7.1,41.7,5,17,0.0,17,47.2,0,3,,74.8,60.5,74.7,58.5,,63.6,1,0,19,11.8,66.7,11.8,2,3,0,0,0,0,0.0,86,7.2
Marcus Mariota,9435,QB,WAS,2,29,80.0,10,11,10.5,3.43,0,0,0.0,54.5,6,3,25.0,12,41.4,2,5,,72.8,79.6,73.2,76.2,,63.3,0,0,13,0.0,72.9,0.0,0,1,0,1,0,0,0.0,67,6.1,0,32,80.1,81.2,87.0,53.9,86.7,15,15,9.5,3.28,0,3,16.7,86.7,13,4,0.0,17,58.6,0,9,,75.1,86.5,74.7,86.2,,58.3,0,0,20,25.0,144.0,5.9,1,1,0,0,2,0,0.0,136,9.1,85.7,21,21,7.9,2.86,0,1,4.2,81.0,17,0,5.6,22,75.9,1,11,,76.3,84.0,75.5,83.5,,58.3,0,0,25,,115.5,0.0,0,1,0,0,1,0,0.0,166,7.9,0,75.0,4,5,20.8,4.86,0,2,33.3,40.0,2,7,33.3,7,24.1,1,3,,70.3,83.3,71.5,79.4,,63.3,0,0,8,14.3,105.8,14.3,1,1,0,1,1,0,0.0,37,7.4
Tim Boyle,21956,QB,MIA,2,29,50.0,2,2,10.0,2.77,0,0,0.0,50.0,1,3,0.0,3,10.3,0,0,,65.5,46.0,68.2,47.2,,,0,0,3,33.3,56.3,33.3,1,0,0,0,0,0,0.0,3,1.5,0,17,77.6,57.5,56.3,62.1,63.6,22,24,7.2,2.32,0,0,0.0,58.3,14,4,0.0,26,89.7,0,8,,77.0,60.4,75.9,59.5,,62.1,0,0,28,0.0,76.7,0.0,0,2,1,1,0,0,0.0,150,6.3,70.0,20,21,5.1,1.94,0,0,0.0,66.7,14,0,0.0,22,75.9,0,7,,75.9,57.3,75.2,58.3,,58.3,0,0,23,,87.4,0.0,0,1,1,0,0,0,0.0,150,7.1,0,25.0,4,5,19.5,3.7,0,0,0.0,20.0,1,7,0.0,7,24.1,0,1,,70.3,58.1,71.5,54.0,,63.3,0,0,8,14.3,39.6,14.3,1,1,0,1,0,0,0.0,3,0.6
