player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Dak Prescott,10769,QB,DAL,8,8.86,0,317,9,69.5,243,260,9.5,2.73,5,14,5.0,61.5,160,96,5.3,287,90.5,9,81,,,,,52.3,67.7,65.2,66.8,,60.9,,4,8,312,21.9,82.5,7.3,21,5,2,6,10,16,5.1,1821,7.0,70.9,220,236,8.6,2.59,6,12,4.7,63.1,149,81,4.5,263,83.0,7,76,,,,,48.8,64.4,63.9,63.8,,59.1,,4,8,285,23.5,83.4,7.2,19,4,2,4,10,15,5.3,1626,6.9,79.2,48,50,6.8,2.81,0,2,3.7,72.0,36,17,5.3,54,17.0,2,12,,,,,81.4,76.6,78.6,75.7,,60.7,,0,0,59,11.8,98.1,3.7,2,2,0,2,1,1,1.7,352,7.0,0,100.0,25,26,-3.4,1.66,1,0,0.0,96.2,25,2,0.0,30,9.5,0,7,,,,,77.7,64.5,76.4,65.2,,58.3,,0,0,32,0.0,104.6,0.0,0,1,0,0,1,0,0.0,157,6.0,0.15
Trevor Lawrence,77632,QB,JAX,9,12.91,0,306,15,68.0,231,245,11.3,2.77,2,13,5.0,58.0,142,87,9.6,275,89.9,15,94,,,,,67.2,80.4,65.9,77.0,,77.8,,1,6,290,20.7,86.3,6.5,18,12,1,10,11,11,3.8,1833,7.5,69.7,188,202,9.6,2.58,2,11,5.2,57.9,117,76,10.7,229,74.8,14,69,,,,,62.0,78.0,63.5,73.9,,81.1,,1,4,241,19.7,83.0,6.6,15,10,1,10,9,9,3.7,1264,6.3,75.0,72,72,9.8,2.78,0,2,2.7,70.8,51,13,5.6,77,25.2,3,33,,,,,83.4,76.7,79.7,76.3,,54.6,,0,2,80,23.1,101.6,3.9,3,2,0,0,2,2,2.5,740,10.3,0,96.6,29,29,-3.3,1.38,0,0,0.0,89.7,26,2,7.1,31,10.1,2,8,,,,,77.6,66.5,76.3,65.8,,,,0,0,31,0.0,91.2,0.0,0,0,0,0,0,0,0.0,171,5.9,4.02
Jordan Love,40306,QB,GB,9,-0.03,0,301,12,71.4,224,243,11.7,2.88,2,11,4.2,58.8,143,96,10.6,262,87.0,17,93,,,,,56.7,72.3,87.1,71.7,,53.7,,6,11,283,10.4,86.3,3.8,10,7,0,11,14,13,4.6,2034,8.4,73.9,199,212,9.8,2.7,3,9,3.9,61.8,131,75,10.9,230,76.4,16,78,,,,,52.0,69.2,86.8,68.5,,54.7,,4,10,247,13.3,87.4,4.3,10,6,0,6,14,10,4.0,1601,7.6,76.3,59,68,9.3,2.82,1,2,2.8,61.8,42,25,6.7,71,23.6,3,27,,,,,83.0,75.7,79.5,74.9,,58.3,,2,1,75,0.0,106.4,0.0,0,1,0,6,4,3,4.0,643,9.5,0,94.1,34,37,-3.8,1.69,2,0,0.0,81.1,30,4,6.3,39,13.0,2,12,,,,,78.9,65.1,77.1,64.6,,,,0,0,39,0.0,126.4,0.0,0,0,0,1,4,0,0.0,210,5.7,1.91
Drake Maye,143969,QB,NE,8,11.56,0,279,19,70.2,181,197,9.3,3.04,3,9,4.2,61.4,121,102,4.7,247,88.5,6,83,,,,,48.3,70.1,60.4,63.0,,89.3,,3,6,266,20.6,85.1,8.5,21,29,1,9,10,14,5.3,1306,6.6,71.5,172,186,7.5,2.81,3,6,3.0,63.4,118,86,4.1,228,81.7,5,68,,,,,44.3,67.0,58.9,61.9,60.0,82.1,,3,5,243,20.9,83.3,7.9,18,22,1,7,7,11,4.5,1205,6.5,81.6,38,40,7.6,3.29,0,3,6.3,75.0,30,20,3.2,51,18.3,1,18,,,,,81.5,78.8,78.6,68.6,,88.6,,0,2,60,15.0,95.1,5.9,3,8,0,2,3,3,5.0,253,6.3,0,93.1,29,29,-3.7,1.83,0,0,0.0,93.1,27,4,0.0,32,11.5,0,3,,,,,78.4,71.2,77.0,67.4,60.0,65.6,,0,1,37,0.0,74.1,0.0,0,1,0,0,0,0,0.0,152,5.2,-0.15
Deshaun Watson,11767,QB,CLV,7,1.35,0,270,8,73.9,176,194,8.4,3.14,2,8,3.9,59.8,116,114,10.8,247,91.5,14,48,,,,,53.7,62.8,60.9,63.1,,57.6,,6,3,265,28.1,75.8,13.0,32,21,0,10,5,5,1.9,1011,5.2,75.7,148,157,6.4,2.84,1,3,1.8,63.1,99,82,11.6,194,71.9,13,40,,,,,73.5,64.0,56.7,63.4,,61.1,,3,2,207,29.3,78.1,12.4,24,13,0,5,3,3,1.4,845,5.4,80.0,50,59,9.0,3.57,1,5,7.7,64.4,38,36,5.0,76,28.1,2,14,,,,,29.0,59.9,79.8,61.8,,52.3,,3,1,83,25.0,81.4,11.8,9,8,0,5,2,2,2.4,303,5.1,0,100.0,22,22,-3.2,2.07,0,0,0.0,95.5,21,4,4.5,23,8.5,1,6,,,,,76.3,63.4,75.5,62.9,,,,0,0,25,25.0,92.6,4.3,1,0,0,0,0,0,0.0,137,6.2,-0.24
Will Levis,83542,QB,TEN,8,9.64,0,257,31,71.9,160,168,11.2,2.91,2,9,5.0,64.3,108,98,6.1,221,86.0,7,63,,,,,42.9,55.2,37.1,51.3,58.4,72.5,,2,9,235,34.7,85.9,15.4,34,19,0,4,10,10,4.3,1320,7.9,72.3,141,149,9.3,2.72,2,8,5.0,64.4,96,78,5.9,193,75.1,6,48,,,,,37.1,48.6,33.6,44.1,58.4,71.5,,2,8,205,35.9,74.4,14.5,28,16,0,4,6,9,4.4,986,6.6,83.7,49,54,7.7,2.94,1,1,1.8,74.1,40,26,2.4,64,24.9,1,21,,,,,82.1,77.7,79.0,75.7,,65.6,,0,1,66,26.9,116.4,10.9,7,3,0,4,4,1,1.5,461,8.5,0,93.3,30,35,-3.3,1.96,1,0,0.0,80.0,28,6,0.0,36,14.0,0,6,,,,,78.4,63.6,76.8,63.1,,,,0,0,36,16.7,81.8,2.8,1,0,0,4,0,0,0.0,127,3.6,1.92
Tua Tagovailoa,60326,QB,MIA,7,-3.15,0,255,17,75.4,175,184,8.6,2.54,5,8,4.2,67.9,125,49,5.3,203,79.6,7,88,,,,,28.4,70.3,85.9,67.9,,68.9,,0,4,211,26.5,96.9,6.4,13,5,1,3,8,8,3.8,1449,7.9,79.8,163,170,5.7,2.19,4,5,2.9,74.1,126,39,3.1,189,74.1,4,78,,,,,35.6,71.5,85.7,69.0,,68.9,,0,3,195,25.6,106.9,5.3,10,5,1,2,10,5,2.6,1255,7.4,80.0,60,62,6.9,2.62,1,3,4.5,71.0,44,13,8.3,66,25.9,4,23,,,,,43.1,65.4,79.2,64.8,,,,0,1,70,23.1,104.6,4.5,3,0,0,1,3,3,4.3,505,8.1,0,95.8,48,48,-3.3,1.38,0,0,0.0,93.8,45,3,2.2,52,20.4,1,13,,,,,80.9,68.5,78.3,67.7,,,,0,0,54,0.0,128.4,0.0,0,0,0,0,5,0,0.0,311,6.5,0.77
Derek Carr,8671,QB,NO,8,-8.16,0,226,20,77.0,165,183,10.4,2.82,3,13,6.6,66.7,122,70,3.9,195,86.3,5,65,,,,,62.5,87.7,63.7,89.4,56.6,46.1,,0,3,210,10.0,107.0,3.6,7,5,0,15,12,5,2.4,1510,8.3,78.1,137,146,8.2,2.38,2,9,5.7,71.2,104,49,2.8,154,68.1,3,46,,,,,69.5,78.1,61.1,79.1,59.3,48.7,,0,3,166,8.2,96.3,2.6,4,2,0,7,6,4,2.4,1041,7.1,81.5,54,65,9.3,3.22,1,4,5.9,63.1,41,23,6.8,72,31.9,3,26,,,,,57.2,90.6,79.6,90.8,57.6,52.2,,0,1,75,13.0,129.1,4.2,3,3,0,10,7,1,1.3,701,10.8,0,92.3,26,28,-3.4,1.52,0,0,0.0,82.1,23,2,4.2,31,13.7,1,7,,,,,77.6,60.7,76.3,60.5,,,,0,1,31,0.0,98.2,0.0,0,0,0,2,1,0,0.0,232,8.3,3.65
Anthony Richardson,124393,QB,IND,8,10.2,0,217,14,57.6,151,174,14.5,3.06,3,14,7.5,43.1,75,80,13.8,200,92.2,12,57,,,,,24.0,60.1,60.1,61.0,,56.0,,10,7,212,13.8,61.4,5.5,11,15,2,8,5,11,5.2,1279,7.4,60.0,110,126,12.8,2.81,0,11,8.4,43.7,55,47,16.7,144,66.4,11,36,,,,,23.3,59.6,55.5,61.5,,54.3,,9,4,149,17.0,56.3,5.6,8,10,2,5,2,8,5.4,778,6.2,63.2,57,65,13.0,3.25,3,3,4.2,53.8,35,35,2.8,73,33.6,1,26,,,,,48.5,61.9,79.7,60.5,,65.7,,1,3,80,8.6,83.1,4.1,3,5,0,4,3,3,3.8,624,9.6,0,93.8,16,17,-2.6,1.76,0,0,0.0,88.2,15,2,0.0,17,7.8,0,5,,,,,74.2,63.9,74.1,63.4,,,,0,0,17,0.0,96.8,0.0,0,0,0,1,0,0,0.0,123,7.2,3.43
Bryce Young,123943,QB,CAR,8,-0.75,0,216,5,65.8,146,160,10.4,2.97,2,10,5.8,56.3,90,72,6.3,188,87.0,6,52,,,,,72.3,61.7,0.0,62.8,,57.8,,0,6,202,18.1,69.6,6.9,13,15,0,12,5,7,3.5,992,6.2,68.9,135,146,8.4,2.7,2,6,3.8,60.3,88,58,5.4,165,76.4,5,47,,,,,89.3,61.2,0.0,61.3,,64.2,,0,3,177,15.5,77.8,5.5,9,10,0,9,4,4,2.3,872,6.0,68.4,38,42,7.1,3.24,0,4,9.1,59.5,25,17,3.8,51,23.6,1,8,,,,,32.8,62.5,78.2,65.5,,49.1,,0,3,53,23.5,50.8,7.8,4,5,0,4,1,3,5.7,211,5.0,0,85.2,27,28,-3.9,1.86,0,0,0.0,82.1,23,3,0.0,28,13.0,0,3,,,,,77.0,61.2,75.9,60.9,,,,0,0,28,0.0,80.2,0.0,0,0,0,1,0,0,0.0,91,3.3,-0.95
Justin Fields,82118,QB,PIT,7,-1.93,0,196,25,77.0,135,148,8.8,3.15,1,6,3.7,64.2,95,75,8.7,181,92.3,9,47,,,,,61.1,70.1,35.7,66.0,,73.5,,3,1,199,21.3,91.4,8.8,16,17,1,8,4,6,3.0,1054,7.1,78.3,106,116,9.0,2.86,1,6,4.8,66.4,77,49,7.2,135,68.9,6,39,,,,,53.2,73.1,28.8,67.6,,77.9,,3,1,146,20.4,99.5,7.4,10,8,1,5,5,5,3.4,873,7.5,78.0,41,45,4.9,3.56,1,0,0.0,64.4,29,29,9.4,61,31.1,3,12,,,,,82.3,60.6,79.1,60.7,,59.1,,0,0,68,20.7,77.4,9.8,6,10,0,3,0,1,1.5,233,5.2,0,91.7,12,13,-2.9,2.21,1,0,0.0,84.6,11,3,0.0,15,7.7,0,4,,,,,73.2,70.7,73.7,64.1,,65.9,,0,0,15,0.0,109.0,0.0,0,1,0,0,1,0,0.0,52,4.0,-2.35
Jameis Winston,9434,QB,CLV,6,3.11,0,191,8,71.3,150,161,11.4,2.66,7,8,4.6,62.1,100,51,6.5,179,93.7,7,61,,,,,72.1,82.6,84.7,77.9,,82.3,,2,4,192,23.5,89.7,6.7,12,6,1,1,7,8,4.2,1224,7.6,72.4,127,138,9.3,2.51,7,4,2.7,61.6,85,39,7.6,155,81.2,7,47,,,,,69.0,73.3,84.4,67.8,,84.4,,2,4,164,30.8,75.5,7.7,12,5,1,1,4,7,4.3,813,5.9,71.0,31,34,16.1,3.14,2,4,10.5,64.7,22,14,0.0,36,18.8,0,17,,,,,78.9,92.2,77.2,91.5,,58.3,,0,0,40,7.1,137.5,2.8,1,1,0,1,3,1,2.5,453,13.3,0,87.5,8,11,-3.1,2.08,2,0,0.0,63.6,7,2,0.0,12,6.3,0,3,,,,,72.4,59.7,72.9,59.5,,,,0,0,12,50.0,71.0,8.3,1,0,0,1,0,0,0.0,42,3.8,7.43
Joe Flacco,4332,QB,IND,5,-1.56,0,187,14,71.6,148,155,9.9,2.71,2,4,2.4,66.5,103,51,2.8,171,91.4,3,61,,,,,89.7,65.8,84.8,64.9,,58.6,,1,4,186,25.5,96.8,7.6,13,3,0,4,9,9,4.8,1144,7.4,72.3,112,118,8.6,2.51,2,3,2.3,66.9,79,36,2.5,131,70.1,2,39,,,,,87.6,59.9,84.2,58.9,60.0,60.5,,1,2,142,25.0,94.7,6.9,9,3,0,3,6,7,4.9,764,6.5,73.5,49,52,9.3,2.81,0,1,1.8,65.4,34,16,5.6,56,29.9,2,22,,,,,81.5,74.1,78.6,73.4,,58.3,,0,3,60,25.0,84.1,7.1,4,0,0,3,3,2,3.3,403,7.8,0,84.6,13,15,-4.2,1.46,0,0,0.0,66.7,10,1,9.1,16,8.6,1,0,,,,,73.9,59.7,74.1,60.0,60.0,,,0,1,16,0.0,42.4,0.0,0,0,0,2,0,0,0.0,23,1.5,1.28
Jacoby Brissett,10725,QB,NE,6,4.63,0,186,19,68.0,125,142,8.8,3.0,1,5,3.3,56.3,80,81,5.9,169,90.9,5,43,,,,,32.5,58.8,85.1,58.2,,56.7,,5,1,180,22.2,72.5,10.7,18,9,1,10,2,6,3.3,741,5.2,70.7,116,132,7.6,2.85,1,5,3.5,58.3,77,70,6.1,155,83.3,5,36,,,,,29.6,59.2,84.9,58.3,,57.9,,5,1,164,21.4,70.9,9.7,15,8,1,9,1,6,3.7,660,5.0,72.0,25,27,6.6,3.11,0,0,0.0,63.0,17,12,5.6,31,16.7,1,9,,,,,78.1,60.6,76.6,61.2,,58.3,,0,0,34,25.0,92.8,9.7,3,1,0,2,1,0,0.0,168,6.2,0,93.8,16,17,-3.1,1.88,0,0,0.0,82.4,14,1,6.7,17,9.1,1,2,,,,,74.5,64.1,74.3,63.6,,,,0,0,18,0.0,88.0,0.0,0,0,0,1,0,0,0.0,87,5.1,1.22
Andy Dalton,6187,QB,CAR,6,1.58,0,175,5,77.4,137,145,8.0,2.63,2,6,3.9,65.5,95,47,10.4,158,90.3,11,49,,,,,69.2,72.4,84.7,71.6,,58.0,,0,5,168,14.9,82.5,4.4,7,6,0,6,6,7,4.2,919,6.3,79.8,104,111,6.8,2.53,2,6,5.0,65.8,73,34,12.0,123,70.3,10,36,,,,,47.6,76.5,84.2,76.0,,58.0,,0,4,133,11.8,85.9,3.3,4,6,0,5,6,5,3.8,692,6.2,72.3,47,49,7.2,2.56,1,0,0.0,67.3,33,16,2.9,52,29.7,1,16,,,,,80.6,46.6,78.1,47.4,,,,0,2,52,18.8,73.3,5.8,3,0,0,1,1,3,5.8,297,6.1,0,78.6,14,15,-3.4,1.72,1,0,0.0,73.3,11,3,0.0,17,9.7,0,3,,,,,25.6,31.9,74.1,33.6,,,,0,1,17,0.0,77.1,0.0,0,0,0,0,1,1,5.9,70,4.7,-0.17
Russell Wilson,7077,QB,PIT,5,8.35,0,172,25,73.8,122,136,11.2,3.04,1,10,7.0,61.8,84,64,6.7,158,91.9,6,49,,,,,49.8,76.1,85.3,75.4,,58.8,,1,2,165,25.0,99.5,10.1,16,5,1,11,7,3,1.8,1141,8.4,71.4,91,101,12.1,2.79,1,9,8.7,60.4,61,46,6.2,118,68.6,4,35,,,,,63.2,82.5,84.8,81.5,,62.3,,1,2,122,23.9,100.7,9.3,11,4,1,7,7,2,1.6,810,8.0,81.4,43,48,5.4,3.27,1,1,1.9,68.8,33,18,5.7,54,31.4,2,18,,,,,36.3,53.2,78.5,54.9,,55.3,,0,0,58,27.8,94.3,9.3,5,1,0,4,0,1,1.7,402,8.4,0,83.3,12,13,-2.7,1.86,1,0,0.0,76.9,10,0,0.0,14,8.1,0,4,,,,,73.5,59.5,73.7,59.3,,,,0,0,15,,88.9,0.0,0,0,0,0,0,0,0.0,71,5.5,0.36
Cooper Rush,12324,QB,DAL,6,8.42,0,158,9,66.1,124,131,8.3,2.46,5,2,1.4,58.0,76,36,7.3,140,88.6,6,38,,,,,23.9,44.7,83.7,52.5,,25.0,,0,2,154,19.4,78.0,5.0,7,2,0,2,4,7,4.5,748,5.7,68.0,122,130,7.0,2.28,5,2,1.4,60.0,78,34,6.0,137,86.7,5,33,,,,,23.7,40.6,83.7,48.5,,24.7,,0,2,150,17.6,77.2,4.4,6,1,0,3,4,7,4.7,663,5.1,83.3,18,19,7.1,2.74,1,0,0.0,68.4,13,4,13.3,21,13.3,2,10,,,,,75.6,79.3,75.0,79.4,,58.3,,0,0,22,25.0,92.0,4.8,1,1,0,0,0,0,0.0,150,7.9,0,100.0,16,18,-3.2,1.46,1,0,0.0,83.3,15,2,6.3,18,11.4,1,5,,,,,74.5,66.3,74.3,65.7,,,,0,0,18,0.0,81.7,0.0,0,0,0,1,0,0,0.0,65,3.6,2.79
Mason Rudolph,46569,QB,TEN,4,3.11,0,142,31,73.3,105,117,9.3,2.77,0,3,2.4,59.0,69,49,10.4,129,90.8,8,45,,,,,41.4,60.2,49.4,60.6,,52.4,,1,4,137,12.2,76.0,4.7,6,6,2,9,4,4,2.9,775,6.6,72.5,80,89,9.2,2.58,0,3,3.1,58.4,52,33,10.3,96,67.6,6,29,,,,,30.8,61.4,45.0,63.8,,42.8,,1,2,105,9.1,70.7,3.1,3,4,2,6,1,1,1.0,546,6.1,79.4,34,39,6.0,2.84,1,0,0.0,61.5,24,19,11.1,46,32.4,3,17,,,,,79.9,56.5,77.7,52.9,,73.8,,0,2,47,15.8,85.4,6.5,3,2,0,4,3,3,6.4,260,6.7,0,88.9,9,11,-4.1,1.62,1,0,0.0,63.6,7,3,12.5,13,9.2,1,1,,,,,73.5,57.6,74.1,57.6,,,,0,0,15,0.0,67.6,0.0,0,0,0,1,0,0,0.0,31,2.8,0.54
Spencer Rattler,97408,QB,NO,3,20.37,0,119,20,75.0,76,87,9.1,2.9,2,1,1.1,57.5,50,44,12.3,107,89.9,7,23,,,,,23.7,55.2,82.6,54.7,,58.4,,3,2,115,31.8,68.2,13.1,14,6,0,6,1,5,4.3,500,5.7,72.2,72,82,6.5,2.56,2,0,0.0,56.1,46,33,11.5,95,79.8,6,14,,,,,24.8,49.9,82.2,50.7,,51.6,,3,1,100,30.3,60.6,10.5,10,3,0,5,0,4,4.0,332,4.0,87.5,16,17,11.1,3.69,0,1,5.6,76.5,13,12,7.1,24,20.2,1,11,,,,,28.9,72.9,75.8,70.3,,66.6,,0,1,27,33.3,113.0,16.7,4,3,0,1,1,1,3.7,239,14.1,0,75.0,12,12,-3.8,1.81,0,0,0.0,75.0,9,1,0.0,12,10.1,0,2,,,,,72.4,63.0,72.9,62.7,,,,0,0,12,0.0,89.2,0.0,0,0,0,0,0,0,0.0,71,5.9,10.01
Aidan O'Connell,60516,QB,LV,4,8.76,0,85,23,66.2,65,73,8.5,2.91,1,1,1.3,58.9,43,25,0.0,76,89.4,0,24,,,,,83.5,45.9,80.8,46.4,,,,3,2,81,12.0,72.6,3.9,3,0,0,4,2,3,3.7,415,5.7,69.1,68,75,7.2,2.81,1,1,1.3,62.7,47,24,0.0,78,91.8,0,23,,,,,83.4,50.8,80.8,51.0,,,,3,2,80,12.5,74.8,3.8,3,0,0,3,2,3,3.8,409,5.5,83.3,6,7,5.3,2.44,0,0,0.0,71.4,5,2,0.0,7,8.2,0,3,,,,,71.4,41.8,72.3,43.1,,,,0,0,10,0.0,89.0,0.0,0,0,0,1,0,0,0.0,46,6.6,0,100.0,9,9,-3.0,1.64,0,0,0.0,100.0,9,1,0.0,9,10.6,0,2,,,,,70.9,67.2,71.9,66.5,,,,0,0,9,0.0,85.2,0.0,0,0,0,0,0,0,0.0,40,4.4,1.12
Tyler Huntley,46448,QB,MIA,3,-2.31,0,82,17,69.2,52,58,11.4,2.91,2,1,1.5,53.4,31,24,13.9,71,86.6,5,21,,,,,84.3,62.4,82.6,56.8,,73.4,,1,1,79,29.2,64.5,9.9,7,6,0,3,0,5,6.3,349,6.0,73.0,37,40,8.2,2.48,1,1,2.2,60.0,24,13,11.1,50,61.0,3,11,,,,,82.3,65.1,82.1,59.5,,70.7,,1,1,56,23.1,69.7,6.0,3,5,0,1,1,2,3.6,189,4.7,73.9,23,26,11.5,3.05,1,0,0.0,57.7,15,12,11.8,32,39.0,2,11,,,,,78.3,57.1,76.7,55.8,,64.1,,0,0,35,33.3,80.3,12.5,4,2,0,2,0,3,8.6,188,7.2,0,100.0,8,8,-2.6,1.38,0,0,0.0,100.0,8,1,0.0,11,13.4,0,1,,,,,71.9,60.5,72.9,62.5,,58.3,,0,0,12,0.0,120.8,0.0,0,1,0,0,1,0,0.0,28,3.5,2.5
Mac Jones,60323,QB,JAX,4,18.18,0,69,15,61.5,52,53,10.5,2.82,0,1,1.8,58.5,31,21,3.1,61,88.4,1,13,,,,,42.2,43.4,80.7,41.5,,65.3,,0,3,64,28.6,49.0,9.8,6,2,0,1,0,5,7.8,277,5.2,60.5,43,44,10.0,2.66,0,1,2.2,56.8,25,17,3.8,53,76.8,1,11,,,,,37.1,36.9,80.4,35.2,,61.0,,0,2,55,35.3,48.9,11.3,6,3,0,1,0,4,7.3,194,4.4,80.0,15,16,6.1,2.91,0,0,0.0,75.0,12,4,0.0,16,23.2,0,3,,,,,74.2,71.9,74.1,70.9,,,,0,1,17,0.0,60.2,0.0,0,0,0,1,0,1,5.9,83,5.2,0,100.0,6,7,-3.8,1.95,0,0,0.0,85.7,6,0,0.0,8,11.6,0,1,,,,,70.3,58.4,71.5,63.2,,56.8,,0,0,8,,79.2,0.0,0,1,0,1,0,0,0.0,0,0.0,0.78
Malik Willis,60341,QB,GB,4,-26.86,0,53,12,81.5,27,28,10.3,3.35,0,1,3.6,71.4,20,16,9.1,40,75.5,2,18,,,,,80.6,79.9,82.1,76.3,,71.9,,0,0,40,31.3,133.5,12.5,5,7,0,1,2,0,0.0,323,11.5,87.5,24,25,7.0,2.91,0,1,3.7,84.0,21,12,0.0,35,66.0,0,12,,,,,80.2,78.5,82.0,77.2,,67.7,,0,0,37,33.3,115.8,11.4,4,6,0,1,1,0,0.0,215,8.6,78.6,14,14,4.5,2.89,0,0,0.0,57.1,8,5,27.3,18,34.0,3,7,,,,,74.8,66.9,74.5,63.6,,66.4,,0,0,19,20.0,138.4,5.6,1,2,0,0,2,0,0.0,165,11.8,0,90.9,11,11,-4.2,1.54,0,0,0.0,81.8,9,1,10.0,13,24.5,1,1,,,,,73.9,60.2,73.9,62.0,,57.9,,0,0,16,0.0,118.6,0.0,0,1,0,0,1,0,0.0,57,5.2,3.19
Skylar Thompson,60417,QB,MIA,2,34.62,0,40,17,69.2,26,28,9.7,2.88,0,0,0.0,64.3,18,16,0.0,35,87.5,0,7,,,,,19.3,37.2,78.4,39.3,,55.3,,1,0,36,37.5,79.8,17.1,6,1,0,1,0,3,8.3,162,5.8,63.2,19,20,8.0,2.66,0,0,0.0,50.0,10,10,16.7,24,60.0,2,4,,,,,22.8,31.1,77.6,33.5,,55.3,,0,0,25,30.0,62.7,12.5,3,1,0,1,0,2,8.0,91,4.6,91.7,12,13,7.1,2.95,0,0,0.0,84.6,11,7,0.0,16,40.0,0,4,,,,,21.6,61.9,73.9,61.6,,,,1,0,16,42.9,97.4,18.8,3,0,0,0,0,1,6.3,96,7.4,0,100.0,5,5,-3.2,2.08,0,0,0.0,60.0,3,1,40.0,5,12.5,2,1,,,,,68.0,65.0,69.9,64.5,,,,0,0,5,0.0,72.9,0.0,0,0,0,0,0,0,0.0,25,5.0,2.83
Tommy DeVito,60545,QB,NYG,1,9.78,0,39,21,78.6,28,30,7.0,2.86,0,0,0.0,70.0,21,17,4.5,38,97.4,1,12,,,,,79.8,52.3,78.5,53.1,,55.4,,0,0,41,23.5,86.7,10.5,4,4,0,2,0,1,2.4,189,6.3,76.2,21,23,7.3,2.8,0,0,0.0,65.2,15,12,6.3,28,71.8,1,10,,,,,78.3,59.1,77.8,59.7,,57.2,,0,0,31,16.7,81.3,7.1,2,3,0,2,0,0,0.0,137,6.0,75.0,8,8,4.9,2.91,0,0,0.0,75.0,6,5,0.0,11,28.2,0,2,,,,,71.9,38.0,72.6,40.0,,58.3,,0,0,11,40.0,91.7,18.2,2,1,0,0,0,1,9.1,52,6.5,0,0.0,1,1,-4.0,2.0,0,0,0.0,0.0,0,0,,1,2.6,0,0,,,,,60.4,58.4,64.6,59.6,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.54
