player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Charlie Dean,108990,QB,HARVARD,3,2.77,2.49,2.38,5.03,117,179,75.5,49,49,6.4,1.91,0,2,3.8,67.3,33,7,10.8,52,44.4,4,15,0,0,55,42.9,88.9,5.8,3,0,0,0,1,1,1.8,281,5.7,51.0,49,51,18.2,3.46,0,5,9.4,47.1,24,23,4.0,65,55.6,1,19,1,2,67,4.3,92.5,1.5,1,13,0,1,5,3,4.5,427,8.4
Ethan Grady,149266,QB,BUCKNELL,4,2.47,2.49,3.05,,117,125,68.3,63,67,5.8,2.01,3,2,2.9,53.7,36,15,16.3,67,57.3,7,16,0,2,68,0.0,59.0,0.0,0,0,0,1,1,3,4.4,316,4.7,43.9,41,47,12.2,3.16,0,1,2.0,31.9,15,21,16.7,49,41.9,3,10,1,3,51,9.5,26.3,4.1,2,0,0,5,1,2,3.9,193,4.1
Todd Centeio,60552,QB,JAMES MAD,4,2.53,2.39,2.8,4.19,117,197,84.3,51,58,5.5,1.79,3,4,6.5,70.7,41,14,4.7,60,51.3,2,23,3,1,64,14.3,112.1,3.3,2,0,0,1,4,2,3.1,492,8.5,63.4,41,46,15.4,3.31,0,8,17.0,52.2,24,28,7.7,57,48.7,2,21,0,0,58,10.7,123.2,5.3,3,8,0,5,7,1,1.7,420,9.1
Kaidon Salter,132046,QB,LIBERTY,4,3.64,3.11,5.2,5.72,116,206,81.8,33,35,4.9,1.9,2,0,0.0,71.4,25,3,7.4,35,30.2,2,12,0,1,38,0.0,84.3,0.0,0,0,0,0,1,0,0.0,211,6.0,52.0,50,56,23.8,4.39,0,6,10.2,44.6,25,40,3.8,81,69.8,1,28,2,4,84,17.5,81.3,8.6,7,18,0,4,5,9,10.7,565,10.1
Joe Mischler,77695,QB,DUQUESNE,4,2.27,2.19,3.03,5.25,116,155,62.7,83,85,8.5,1.9,2,3,3.4,57.6,49,8,5.8,86,74.1,3,30,0,5,90,12.5,73.3,1.2,1,0,0,0,5,5,5.6,573,6.7,60.0,25,25,8.4,3.32,0,2,8.0,52.0,13,13,13.3,30,25.9,2,9,0,1,30,23.1,51.6,10.0,3,2,0,0,0,2,6.7,137,5.5
Quaterius Hawkins,160211,QB,GRAMBLING,4,2.65,2.41,3.62,5.05,115,177,73.8,61,63,6.9,1.9,2,1,1.5,61.9,39,9,13.3,64,55.7,6,16,0,2,67,11.1,88.6,1.6,1,0,0,0,3,2,3.0,488,7.7,42.4,33,38,14.8,3.67,0,4,9.1,28.9,11,23,21.4,50,43.5,3,8,0,2,57,17.4,50.7,8.0,4,8,0,5,2,7,12.3,255,6.7
Tyler Riddell,102355,QB,E TENN ST,4,2.69,2.48,3.53,4.48,115,157,78.9,57,59,7.1,1.81,2,3,4.9,66.1,39,4,13.3,60,52.2,6,21,0,3,62,25.0,78.5,1.7,1,0,0,0,2,1,1.6,442,7.5,51.5,33,40,18.0,3.65,0,5,12.2,42.5,17,28,0.0,55,47.8,0,15,0,2,57,25.0,88.4,12.7,7,8,0,7,5,2,3.5,309,7.7
Logan Bonner,39990,QB,UTAH ST,4,2.45,2.38,3.85,4.07,115,329,73.3,60,62,6.7,1.92,0,5,7.8,66.1,41,3,6.8,62,53.9,3,21,0,3,64,0.0,75.4,0.0,0,0,0,2,2,3,4.7,411,6.6,47.9,48,48,17.4,3.08,0,4,7.3,43.8,21,17,8.7,53,46.1,2,12,0,5,60,11.8,55.2,3.8,2,3,0,0,4,6,10.0,328,6.8
Jack Zergiotis,97603,QB,MERRIMACK,3,2.74,2.57,3.18,4.53,115,385,67.9,53,53,9.2,1.96,0,5,9.4,62.3,33,9,8.3,56,48.7,3,19,0,0,56,33.3,111.4,5.4,3,0,0,0,5,0,0.0,330,6.2,44.2,43,46,15.6,3.47,2,4,8.3,37.0,17,34,10.5,59,51.3,2,13,0,1,61,17.6,66.2,10.2,6,7,0,1,2,2,3.3,308,6.7
Parker McNeil,123714,QB,LA TECH,4,2.29,2.25,3.58,,115,208,72.1,68,73,8.8,1.81,5,4,5.2,61.6,45,11,8.2,74,64.3,4,23,0,3,79,9.1,97.1,1.4,1,0,0,0,6,2,2.5,585,8.0,52.9,34,38,12.9,3.17,1,5,11.4,42.1,16,15,11.1,41,35.7,2,9,2,4,47,20.0,50.4,7.3,3,0,0,1,2,4,8.5,322,8.5
Cade Sexauer,111800,QB,STTHOM,4,2.58,2.37,3.13,5.08,114,1129,67.3,55,56,7.2,1.83,1,4,6.5,66.1,37,7,0.0,57,50.0,0,19,0,2,63,14.3,81.8,1.8,1,0,0,0,2,2,3.2,371,6.6,52.6,38,47,18.4,3.32,0,4,7.3,40.4,19,18,5.0,57,50.0,1,18,0,1,65,11.1,91.7,3.5,2,8,0,9,5,5,7.7,331,7.0
Jake Dunniway,60572,QB,SACRAMENTO,4,2.31,2.2,3.9,3.3,114,279,81.7,71,76,7.1,1.81,2,0,0.0,69.7,53,11,8.6,77,67.5,5,31,2,1,78,9.1,110.4,1.3,1,0,0,1,5,2,2.6,615,8.1,51.7,29,30,13.1,3.36,0,0,0.0,46.7,14,12,6.7,37,32.5,1,8,0,1,39,50.0,59.9,16.2,6,1,0,1,1,2,5.1,156,5.2
Grady Cramer,64910,QB,MOREHEAD,4,2.43,2.3,3.06,4.56,114,234,73.6,72,73,7.2,1.77,1,3,4.1,65.8,48,9,9.4,75,65.8,5,20,0,4,75,11.1,83.5,1.3,1,1,0,0,5,6,8.0,467,6.4,37.0,27,31,13.7,3.7,0,0,0.0,25.8,8,25,20.0,39,34.2,2,5,2,2,40,16.0,23.5,10.3,4,4,0,2,1,3,7.5,87,2.8
Gavin Screws,97789,QB,INDIANA ST,4,2.52,2.39,2.77,4.2,113,191,66.1,56,59,7.9,1.8,0,0,0.0,61.0,36,11,2.7,62,54.9,1,15,0,4,64,27.3,49.9,4.8,3,0,0,3,0,5,7.8,357,6.1,64.5,31,37,11.2,3.41,2,0,0.0,45.9,17,29,15.0,51,45.1,3,10,1,1,56,27.6,56.9,15.7,8,6,0,3,1,2,3.6,167,4.5
Skyler Perry,82082,QB,ARKAPB,4,2.81,2.6,4.13,5.18,112,112,78.0,50,51,5.3,1.81,1,0,0.0,66.7,34,9,12.8,51,45.5,5,18,0,0,52,0.0,103.7,0.0,0,0,0,0,3,0,0.0,324,6.4,52.6,38,48,16.2,3.65,0,3,6.1,37.5,18,31,10.0,61,54.5,2,12,1,2,62,29.0,46.7,14.8,9,4,0,9,1,3,4.8,274,5.7
Miles Fallin,60415,QB,NWSTATE,3,2.49,2.24,3.23,4.15,112,257,74.6,63,63,6.5,1.83,0,4,6.1,69.8,44,15,6.4,65,58.0,3,17,0,0,68,13.3,92.0,3.1,2,0,0,0,2,0,0.0,320,5.1,57.1,28,28,8.8,3.47,0,0,0.0,57.1,16,27,0.0,46,41.1,0,12,0,4,49,25.9,32.9,15.2,7,11,0,0,0,3,6.1,153,5.5
E.J. Warner,156185,QB,TEMPLE,4,2.16,2.1,4.3,4.6,112,306,71.3,80,81,6.5,1.83,0,4,4.7,66.7,54,25,5.3,81,72.3,3,25,0,2,85,0.0,92.4,0.0,0,0,0,1,3,4,4.7,636,7.9,42.3,26,28,14.5,3.02,0,3,10.3,28.6,8,14,27.3,31,27.7,3,6,0,4,32,7.1,36.6,3.2,1,2,0,2,2,5,15.6,170,6.1
Hajj-Malik Williams,102348,QB,CAMPBELL,3,2.84,2.41,4.83,4.48,111,131,71.4,56,57,7.0,1.77,1,2,3.4,63.2,36,5,10.0,57,51.4,4,17,0,3,58,0.0,74.6,0.0,0,0,0,0,2,1,1.7,412,7.2,66.7,30,32,16.7,3.97,0,5,15.6,53.1,17,24,15.0,54,48.6,3,20,0,1,55,29.2,76.2,13.0,7,15,0,2,1,2,3.6,249,7.8
Aveon Smith,130529,QB,MIAMI OH,5,2.81,2.43,4.27,5.46,110,221,74.5,51,55,4.4,1.93,3,1,1.7,63.6,35,6,7.9,55,50.0,3,12,1,1,58,0.0,85.0,0.0,0,0,0,0,3,3,5.2,255,4.6,39.4,33,36,20.4,3.75,0,6,15.0,30.6,11,24,15.4,54,49.1,2,10,0,2,59,37.5,56.5,16.7,9,9,0,3,3,4,6.8,210,5.8
Jaden Jones,147558,QB,CAL POLY,3,2.77,2.3,3.77,4.96,110,129,79.2,53,53,4.7,1.71,0,1,1.8,69.8,37,5,11.9,53,48.2,5,18,0,0,55,0.0,89.9,0.0,0,0,0,0,0,0,0.0,377,7.1,41.9,31,35,18.0,3.75,1,3,8.3,37.1,13,23,0.0,57,51.8,0,16,3,0,58,26.1,105.1,10.5,6,16,0,0,5,0,0.0,273,7.8
Robby Ashford,131702,QB,AUBURN,5,2.73,2.29,3.95,4.74,107,115,71.7,53,54,4.8,1.73,1,3,5.5,63.0,34,8,10.5,56,52.3,4,17,0,1,57,25.0,80.9,3.6,2,0,0,0,1,0,0.0,361,6.7,56.0,25,31,16.4,3.84,1,1,3.0,38.7,12,25,14.3,51,47.7,2,13,1,2,54,24.0,75.9,11.8,6,14,0,4,2,7,13.0,349,11.3
Taylor Powell,60459,QB,E MICHIGAN,3,2.66,2.43,3.67,5.78,107,160,83.9,56,57,6.2,1.82,0,4,6.8,70.2,40,12,14.9,58,54.2,7,18,0,2,60,8.3,99.1,1.7,1,0,0,1,4,2,3.3,407,7.1,69.4,36,38,11.1,3.67,0,4,9.1,60.5,23,21,8.0,49,45.8,2,11,0,3,55,28.6,48.8,12.2,6,5,0,2,0,3,5.5,266,7.0
Knox Kadum,99578,QB,MCNEESE,4,2.67,2.42,3.39,4.2,106,217,70.0,50,51,5.6,1.84,1,0,0.0,56.9,29,7,17.1,54,50.9,6,13,0,3,56,42.9,63.8,5.6,3,0,0,0,2,5,8.9,316,6.2,50.0,32,32,13.2,3.53,0,1,2.9,43.8,14,29,12.5,52,49.1,2,6,0,3,54,51.7,35.7,28.8,15,5,0,0,1,3,5.6,198,6.2
Jacob Sirmon,83590,QB,N COLORADO,4,3.05,2.88,3.64,4.97,106,253,83.8,37,38,5.2,1.83,0,0,0.0,71.1,27,4,12.9,40,37.7,4,15,1,1,45,50.0,88.8,5.0,2,0,0,0,2,2,4.4,191,5.0,61.7,47,54,16.5,3.79,1,6,10.5,46.3,25,39,13.8,66,62.3,4,16,0,1,70,15.4,76.9,9.1,6,6,0,6,2,4,5.7,410,7.6
Hank Bachmeier,101284,QB,BOISE ST,4,2.67,2.56,3.54,4.43,106,120,74.5,47,48,4.9,1.94,1,1,2.0,66.7,32,10,8.6,48,45.3,3,15,0,0,49,0.0,107.1,0.0,0,0,0,0,4,1,2.0,250,5.2,53.7,41,46,15.4,3.34,0,5,10.0,41.3,19,26,13.6,57,53.8,3,12,1,3,62,26.9,46.2,12.3,7,4,0,4,2,6,9.7,247,5.4
Ryan Schuster,159739,QB,LAFAYETTE,4,2.45,2.16,2.74,4.39,106,203,72.2,54,58,4.1,1.86,2,1,1.6,60.3,35,16,10.3,65,61.3,4,13,2,0,69,43.8,82.2,10.8,7,0,0,0,2,0,0.0,255,4.4,42.1,19,19,16.8,3.47,0,0,0.0,36.8,7,23,12.5,40,37.7,1,6,0,3,42,47.8,24.6,27.5,11,10,0,0,0,4,9.5,143,7.5
Joe Green,101283,QB,COLUMBIA,3,2.27,2.1,2.7,4.11,106,145,80.8,73,73,4.7,1.74,0,3,3.9,78.1,57,6,3.4,73,68.9,2,23,0,2,76,0.0,89.2,0.0,0,0,0,0,2,1,1.3,434,5.9,52.4,21,22,13.7,3.44,0,1,4.2,50.0,11,16,0.0,33,31.1,0,6,0,2,35,18.8,65.9,9.1,3,8,0,1,2,3,8.6,157,7.1
Aaron Allen,78494,QB,ALCORN ST,4,2.67,2.41,3.25,4.29,106,107,70.8,48,49,7.3,1.79,0,2,4.1,61.2,30,5,11.8,49,46.2,4,7,0,1,49,0.0,83.9,0.0,0,0,0,1,2,1,2.0,302,6.2,51.4,35,39,12.1,3.42,1,0,0.0,46.2,18,29,0.0,57,53.8,0,9,1,1,60,20.7,54.1,10.5,6,12,0,2,1,0,0.0,147,3.8
Chandler Fields,97286,QB,LA LAFAYET,5,2.72,2.51,3.12,5.58,106,207,74.5,51,53,4.8,1.73,2,2,3.8,58.5,31,6,18.4,54,50.9,7,13,0,2,54,16.7,72.7,1.9,1,0,0,0,3,2,3.7,238,4.5,61.0,41,41,15.0,3.74,0,8,17.8,53.7,22,19,12.0,52,49.1,3,18,0,1,56,26.3,106.3,9.6,5,6,0,0,4,1,1.8,365,8.9
Max Duggan,99470,QB,TCU,4,2.56,2.42,3.64,5.15,105,305,91.3,46,48,2.6,1.44,2,2,4.0,83.3,40,4,4.8,48,45.7,2,18,0,0,50,0.0,134.5,0.0,0,0,0,0,5,0,0.0,382,8.0,72.7,44,48,15.7,3.5,1,2,4.2,62.5,30,21,6.3,57,54.3,2,27,0,0,58,33.3,145.8,12.3,7,2,0,3,6,2,3.4,615,12.8
Corey Fields Jr.,78539,QB,SCAR STATE,4,2.34,2.21,3.59,4.3,105,290,65.1,63,67,8.5,1.8,3,3,4.3,53.7,36,6,12.2,68,64.8,5,16,1,1,70,16.7,93.8,1.5,1,0,0,0,5,4,5.7,454,6.8,42.9,21,29,15.2,3.33,2,1,3.2,20.7,6,19,33.3,37,35.2,3,3,1,4,39,31.6,11.5,16.2,6,2,0,5,1,3,7.7,67,2.3
Jonah O'Brien,104758,QB,E ILLINOIS,4,2.63,2.3,3.48,4.84,104,158,83.1,59,60,5.9,1.89,1,1,1.6,76.7,46,7,6.1,62,59.6,3,20,0,3,65,28.6,84.0,3.2,2,0,0,0,3,3,4.6,320,5.3,73.7,19,24,17.5,3.73,0,0,0.0,54.2,13,30,7.1,42,40.4,1,15,0,3,48,33.3,88.9,23.8,10,8,0,5,3,5,10.4,240,10.0
Jeremiah Oatsvall,54990,QB,TENN TECH,3,2.39,2.08,2.81,4.22,104,309,75.9,58,60,6.6,1.71,2,0,0.0,70.0,42,10,4.5,63,60.6,2,23,0,3,66,30.0,92.7,4.8,3,0,0,0,5,2,3.0,365,6.1,50.0,18,21,16.6,3.52,0,2,7.7,38.1,8,24,11.1,40,38.5,1,10,0,1,45,25.0,53.5,15.0,6,13,0,3,0,3,6.7,199,9.5
Noah Walters,164315,QB,N ALABAMA,4,2.76,2.48,3.3,4.9,103,389,82.2,45,47,7.1,1.81,0,3,6.0,63.8,30,7,18.9,48,46.6,7,14,2,1,51,14.3,79.4,2.1,1,0,0,0,1,0,0.0,292,6.2,45.7,35,38,21.5,3.59,0,8,20.0,36.8,14,28,12.5,55,53.4,2,13,2,2,57,28.6,83.9,14.5,8,9,0,1,4,5,8.8,346,9.1
Preston Hutchinson,60370,QB,CHATTNOOGA,4,2.4,2.29,3.12,4.1,103,137,70.3,64,64,9.5,1.93,0,2,3.0,68.8,44,14,2.2,66,64.1,1,31,0,0,68,14.3,121.0,3.0,2,0,0,0,4,1,1.5,627,9.8,41.4,29,29,13.8,3.24,0,1,3.4,41.4,12,22,0.0,37,35.9,0,10,0,3,38,22.7,33.5,13.5,5,3,0,0,1,4,10.5,174,6.0
C.J. Brooks,168854,QB,VA LYNCHBU,3,2.51,2.33,3.16,3.89,101,406,64.4,45,47,9.2,1.74,2,2,4.1,57.4,27,8,6.9,51,50.5,2,12,0,1,53,50.0,86.9,7.8,4,0,0,0,2,6,11.3,357,7.6,48.6,37,37,18.6,3.37,0,1,2.6,37.8,14,20,22.2,49,48.5,4,15,0,0,54,25.0,79.6,10.2,5,7,0,0,2,3,5.6,248,6.7
Dylan McCaffrey,60451,QB,N COLORADO,4,2.59,2.37,3.83,4.53,100,253,78.4,51,51,5.7,1.85,0,1,1.9,72.5,37,8,7.5,53,53.0,3,15,0,2,54,25.0,96.8,3.8,2,0,0,0,3,1,1.9,379,7.4,75.0,32,35,12.5,3.58,0,2,5.4,57.1,20,22,16.7,45,45.0,4,17,3,1,47,18.2,94.7,8.9,4,6,0,0,2,2,4.3,318,9.1
Jace Wilson,149892,QB,FURMAN,3,2.71,2.4,3.0,4.6,100,170,84.6,52,52,4.7,1.73,0,0,0.0,75.0,39,1,11.4,53,53.0,5,20,0,0,53,100.0,107.5,1.9,1,0,0,0,3,0,0.0,295,5.7,61.5,26,31,12.4,3.81,0,3,8.8,45.2,14,18,12.5,47,47.0,2,15,0,1,50,16.7,66.7,6.4,3,13,0,5,1,2,4.0,221,7.1
Clay Bruno,141910,QB,W ILLINOIS,3,2.79,2.53,3.63,4.71,97,345,75.0,48,50,6.5,1.82,1,0,0.0,68.0,34,12,5.6,52,53.6,2,17,0,2,53,16.7,78.7,3.8,2,0,0,1,1,1,1.9,359,7.2,44.8,29,32,18.6,3.92,0,5,15.2,31.3,10,26,23.1,45,46.4,3,15,1,5,46,19.2,10.2,11.1,5,8,0,2,0,2,4.3,166,5.2
Owen McCown,157688,QB,COLORADO,3,2.83,2.55,4.06,4.2,96,143,74.4,43,46,4.5,1.75,3,0,0.0,67.4,31,13,3.1,47,49.0,1,9,0,1,49,7.7,73.9,2.1,1,0,0,0,0,1,2.0,273,5.9,51.6,31,33,14.3,3.85,0,3,8.3,39.4,13,26,18.8,49,51.0,3,9,0,0,53,30.8,83.3,16.3,8,8,0,2,2,5,9.4,223,6.8
Spencer Brasch,100574,QB,CAL POLY,2,2.48,2.36,4.48,3.95,95,129,79.2,53,53,7.1,1.72,0,2,3.7,66.0,35,7,16.7,54,56.8,7,14,0,2,55,14.3,72.1,1.9,1,0,0,0,1,4,7.3,311,5.9,55.9,34,36,15.0,3.48,0,3,8.3,47.2,17,13,10.5,41,43.2,2,13,0,0,42,23.1,106.9,7.3,3,2,0,2,3,2,4.8,326,9.1
Nate Cox,60432,QB,NEVADA,4,2.55,2.36,3.41,4.44,95,239,69.6,46,47,6.0,1.78,1,3,6.0,63.8,30,14,6.3,48,50.5,2,16,0,0,51,7.1,88.3,2.1,1,0,0,0,1,3,5.9,293,6.2,55.9,34,36,13.9,3.34,0,3,7.5,47.2,17,28,10.5,47,49.5,2,11,1,0,51,21.4,76.6,12.8,6,5,0,1,1,1,2.0,224,6.2
Max Johnson,124099,QB,TEXAS A&M,4,2.96,2.75,3.21,4.28,94,312,76.0,25,27,7.1,2.06,0,1,3.7,66.7,18,8,5.3,29,30.9,1,9,1,0,29,25.0,125.7,6.9,2,0,0,1,3,1,3.4,201,7.4,70.0,40,44,9.0,3.41,0,0,0.0,56.8,25,31,10.7,64,68.1,3,17,2,0,70,29.0,79.4,14.1,9,11,0,2,0,1,1.4,316,7.2
Joey Yellen,71430,QB,HAWAII,4,2.36,2.31,2.9,,94,180,58.3,60,64,6.6,1.85,2,0,0.0,51.6,33,13,5.7,66,70.2,2,12,1,0,66,15.4,60.4,3.0,2,0,0,1,0,1,1.5,235,3.7,44.4,18,23,15.5,3.56,1,0,0.0,30.4,7,16,12.5,28,29.8,1,4,0,2,29,31.3,7.3,17.9,5,0,0,4,0,3,10.3,89,3.9
Diego Pavia,156927,QB,NEW MEX ST,6,2.92,2.5,4.08,5.77,93,242,68.1,47,47,6.0,1.91,0,1,2.1,53.2,25,13,21.9,48,51.6,7,14,0,1,49,7.7,54.6,2.1,1,0,0,0,0,1,2.0,192,4.1,42.9,28,32,15.4,3.99,0,1,2.8,21.9,7,28,41.7,45,48.4,5,6,1,3,49,10.7,4.9,6.7,3,10,0,3,0,3,6.1,130,4.1
Zachary Clement,105561,QB,NWSTATE,3,2.63,2.53,3.43,5.55,92,257,72.1,43,44,7.6,1.7,1,2,4.4,56.8,25,6,19.4,44,47.8,6,10,0,0,45,0.0,97.4,0.0,0,0,0,0,3,0,0.0,267,6.1,59.5,37,41,9.8,3.56,1,1,2.3,46.3,19,27,13.6,47,51.1,3,14,0,1,50,14.8,70.9,8.5,4,2,0,3,1,3,6.0,317,7.7
J.J. McCarthy,144918,QB,MICHIGAN,5,2.75,2.5,5.65,8.9,91,222,93.0,43,44,5.0,1.8,0,2,4.4,86.4,38,2,5.0,45,49.5,2,18,1,0,46,50.0,110.6,2.2,1,0,0,0,1,0,0.0,384,8.7,71.8,39,40,16.0,3.76,0,4,10.0,70.0,28,17,0.0,45,49.5,0,22,1,0,45,17.6,148.3,6.7,3,2,0,0,5,3,6.7,464,11.6
Connor Watkins,108971,QB,VILLANOVA,4,3.2,2.67,3.37,5.38,90,334,78.8,33,33,5.0,1.9,0,0,0.0,72.7,24,6,7.7,34,37.8,2,10,0,1,35,16.7,84.2,2.9,1,0,0,0,1,0,0.0,190,5.8,61.8,34,34,26.5,4.06,0,6,15.0,52.9,18,26,14.3,55,61.1,3,21,0,7,63,19.2,98.3,9.1,5,16,0,0,5,8,12.7,557,16.4
Malcolm Mays,165409,QB,HAMPTON,4,2.25,2.13,3.1,3.42,90,178,75.0,48,48,9.3,1.87,0,2,3.8,64.6,31,11,13.9,49,54.4,5,19,0,3,54,9.1,89.0,2.0,1,0,0,0,4,2,3.7,361,7.5,60.0,25,26,12.9,3.37,0,3,10.0,42.3,11,12,26.7,33,36.7,4,10,1,4,37,16.7,20.5,6.1,2,5,0,0,0,6,16.2,142,5.5
Jordan Yates,97416,QB,SM HOUSTON,3,3.08,2.64,3.73,4.88,90,281,65.7,35,38,6.1,2.0,2,0,0.0,55.3,21,5,8.7,39,43.3,2,10,0,1,39,0.0,56.3,0.0,0,1,0,1,0,0,0.0,174,4.6,48.1,27,31,11.9,3.9,0,0,0.0,35.5,11,30,15.4,51,56.7,2,10,0,2,55,23.3,17.3,13.7,7,13,0,4,0,2,3.6,89,2.9
Mike Chandler,139371,QB,LAMAR,4,3.46,3.15,3.42,6.14,89,204,64.3,28,28,5.8,1.8,0,0,0.0,57.1,16,4,11.1,29,32.6,2,10,0,1,30,25.0,87.8,3.4,1,0,0,0,2,1,3.3,196,7.0,47.4,38,45,16.1,4.34,1,2,4.4,28.9,13,34,27.8,59,66.3,5,10,1,1,60,11.8,44.7,6.8,4,10,0,5,1,2,3.3,210,4.7
Demeatric Crenshaw,138332,QB,YNGTOWN ST,4,2.66,2.45,3.78,4.42,88,353,57.5,40,46,8.6,1.93,6,1,2.1,47.8,22,5,4.3,46,52.3,1,14,0,2,47,0.0,72.3,0.0,0,0,0,0,3,2,4.3,295,6.4,57.7,26,31,11.3,3.46,1,2,6.1,48.4,15,21,0.0,42,47.7,0,10,2,0,44,23.8,96.6,11.9,5,6,0,2,2,1,2.3,243,7.8
Romelo Williams,78489,QB,CENT CT ST,3,2.88,2.49,3.41,4.62,88,133,73.7,38,39,3.5,1.92,1,0,0.0,64.1,25,8,10.7,41,46.6,3,9,0,1,44,25.0,64.3,4.9,2,0,0,0,0,2,4.5,182,4.7,58.3,24,29,9.8,3.71,0,0,0.0,48.3,14,23,0.0,47,53.4,0,8,1,3,48,21.7,24.3,10.6,5,13,0,4,0,2,4.2,150,5.2
Braxton Burmeister,60513,QB,S DIEGO ST,5,3.23,2.94,3.88,4.85,88,284,86.5,37,37,4.3,1.84,0,0,0.0,73.0,27,1,15.6,37,42.0,5,11,0,1,37,0.0,89.6,0.0,0,0,0,0,2,0,0.0,177,4.8,40.0,30,35,11.9,4.24,0,2,5.6,25.7,9,25,25.0,51,58.0,3,9,1,2,52,20.0,15.8,9.8,5,11,0,4,0,4,7.7,86,2.5
Draylen Ellis,121346,QB,TENN STATE,3,2.56,2.44,3.16,5.95,88,308,74.3,35,37,5.7,1.62,2,0,0.0,64.9,24,6,7.7,38,43.2,2,11,0,1,39,16.7,95.1,2.6,1,0,0,0,2,1,2.6,286,7.7,53.6,28,35,16.3,3.42,0,1,2.8,40.0,14,26,6.7,48,54.5,1,10,0,1,49,42.3,47.0,22.9,11,2,0,7,0,3,6.1,197,5.6
Dylan Hopkins,83571,QB,UAB,4,2.74,2.48,3.99,5.25,87,321,87.2,39,39,4.1,1.72,0,3,7.1,82.1,32,9,5.9,39,44.8,2,16,0,0,42,0.0,122.9,0.0,0,0,0,0,2,0,0.0,366,9.4,56.3,32,34,12.7,3.64,0,2,5.4,52.9,18,26,0.0,47,54.0,0,11,0,1,50,34.6,89.7,19.1,9,4,0,2,2,4,8.0,295,8.7
Nick Kargman,98022,QB,WAGNER,3,2.47,2.43,3.2,3.8,86,338,67.4,43,50,10.6,2.01,2,4,8.0,50.0,25,15,13.8,50,58.1,4,14,0,2,50,0.0,72.4,0.0,0,0,0,5,3,4,8.0,304,6.1,51.9,27,32,12.8,3.11,1,1,2.9,37.5,12,24,14.3,36,41.9,2,8,0,2,39,12.5,40.1,8.3,3,1,0,4,1,3,7.7,172,5.4
Cam Miller,125299,QB,N DAK ST,5,2.88,2.46,3.78,5.49,84,250,81.8,33,33,4.1,1.84,0,0,0.0,69.7,23,1,14.8,33,39.3,4,12,0,1,34,0.0,95.4,0.0,0,0,0,0,2,1,2.9,219,6.6,64.9,37,37,12.6,3.56,0,4,10.0,62.2,23,13,4.2,51,60.7,1,21,0,0,54,30.8,123.4,7.8,4,10,0,0,3,2,3.7,377,10.2
Michael Appel Jr.,149746,QB,VALPO,3,2.39,2.31,2.6,5.05,84,332,81.3,48,48,3.6,1.68,0,2,4.0,77.1,37,10,5.1,49,58.3,2,15,0,1,52,10.0,83.2,2.0,1,0,0,0,0,2,3.8,295,6.1,41.4,29,30,17.3,3.39,0,3,9.4,30.0,9,20,25.0,35,41.7,3,6,1,0,37,15.0,62.4,8.6,3,2,0,0,1,0,0.0,174,5.8
Daron Bryden,148436,QB,STNY BROOK,4,2.55,2.45,3.98,4.05,84,303,64.7,51,51,7.1,1.83,0,4,7.7,54.9,28,7,15.2,53,63.1,5,14,0,5,54,28.6,43.6,3.8,2,0,0,0,2,4,7.4,273,5.4,50.0,14,25,19.2,3.92,2,2,7.7,20.0,5,17,28.6,30,35.7,2,2,1,1,32,17.6,23.4,10.0,3,2,0,8,0,3,9.4,78,3.1
Seth Morgan,103954,QB,VA MILT IN,4,2.52,2.3,3.74,4.8,83,336,69.8,43,45,6.3,1.68,2,3,6.1,55.6,25,5,16.7,46,55.4,5,7,0,1,50,20.0,64.8,2.2,1,0,0,0,1,2,4.0,197,4.4,54.5,22,27,10.1,3.57,0,0,0.0,44.4,12,21,0.0,37,44.6,0,10,0,1,39,38.1,43.0,21.6,8,2,0,5,0,2,5.1,125,4.6
Ethan Hampton,145858,QB,N ILLINOIS,3,2.39,2.26,3.1,4.63,80,254,73.3,45,50,6.4,1.87,5,0,0.0,64.0,32,7,3.0,52,65.0,1,14,0,0,54,28.6,97.3,3.8,2,0,0,0,3,0,0.0,262,5.2,63.6,22,23,15.0,3.36,0,2,8.3,43.5,10,11,28.6,28,35.0,4,9,0,2,30,18.2,76.7,7.1,2,3,0,1,2,0,0.0,252,11.0
