player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Devyn McCormick,154707,P,LA MONROE,9,46,46,3.84,34.8,43.87,17.0,2,0,7,7,209,76.9,12,62,8,0,45.7,357,21,48,176.49,1601,3,2018
Carson Bay,155194,P,AIR FORCE,7,21,21,3.52,36.0,40.67,6.3,0,0,4,3,101,65.3,8,59,5,0,28.6,38,6,21,73.97,756,3,854
Archer Trafford,155563,P,MISS STATE,9,15,15,3.56,39.4,42.67,4.8,0,0,5,1,227,59.5,9,60,2,0,40.0,29,6,15,53.38,591,1,640
Sam Candotti,156220,P,BOSTON COL,7,10,10,3.9,38.1,38.1,,0,0,1,6,121,66.8,6,49,3,0,0.0,0,0,10,39.04,381,0,381
Sam Vander Haar,156357,P,PITTSBURGH,7,25,25,3.53,37.76,39.68,3.1,2,0,6,6,268,53.7,8,53,3,0,36.0,28,9,27,88.33,944,1,992
Riley Thompson,156535,P,FAU,9,42,42,3.6,41.33,44.88,7.2,0,0,10,10,165,71.7,19,71,3,0,42.9,129,18,42,151.32,1736,1,1885
Patrick Rea,156583,P,LA TECH,3,8,8,3.33,35.13,37.63,,0,0,4,2,208,60.2,1,49,1,0,0.0,0,0,8,26.6,281,1,301
Tom Ellard,156641,P,W KENTUCKY,10,34,34,3.85,41.5,43.59,8.5,0,0,12,13,346,55.4,15,64,2,0,17.6,51,6,34,130.77,1411,1,1482
Evan Crenshaw,156684,P,COAST CAR,9,33,33,3.56,35.42,38.88,9.4,0,0,6,11,141,61.7,8,54,5,0,30.3,94,10,33,117.38,1169,1,1283
Braxton Guilbeau,156786,P,LA MONROE,2,3,3,3.95,29.33,42.0,19.0,0,0,0,0,209,65.9,1,47,1,0,66.7,38,2,3,11.85,88,0,126
Rece Verhoff,156821,K,MARSHALL,3,10,10,3.56,39.1,41.0,-1.0,0,0,3,4,214,62.5,2,55,1,0,10.0,-1,1,10,35.58,391,1,410
Nick Woolfolk,156880,K,TROY,1,1,1,3.98,36.0,36.0,,0,0,0,1,318,60.0,1,36,0,0,0.0,0,0,1,3.98,36,0,36
Sami Sir,156907,P,BOWL GREEN,10,56,56,3.8,37.21,39.23,4.1,0,0,12,21,122,66.7,14,61,7,0,23.2,53,13,56,213.05,2084,3,2197
Jonathon Batzke,156993,P,TOLEDO,10,43,43,3.67,38.6,40.86,6.2,2,0,17,15,316,53.3,10,91,2,0,14.0,37,6,45,157.68,1660,3,1757
Max Fletcher,157028,P,ARKANSAS,6,27,27,4.05,32.67,38.3,22.0,0,0,4,9,111,78.0,9,51,7,0,22.2,132,6,27,109.42,882,1,1034
Brett Thorson,157071,P,GEORGIA,8,22,22,4.24,40.23,42.91,13.0,0,0,2,13,173,78.9,13,75,3,0,13.6,39,3,22,93.3,885,1,944
Fraser Masin,157137,P,OLE MISS,8,28,28,3.74,40.36,43.29,5.3,0,0,6,9,226,62.6,14,65,3,0,28.6,42,8,28,104.72,1130,2,1212
James Ferguson-Reynolds,157204,P,BOISE ST,8,41,41,3.67,40.93,43.41,8.9,1,0,9,19,120,76.9,14,59,4,0,17.1,62,7,42,150.59,1678,2,1780
Paddy Turner,157217,P,COLO STATE,9,52,52,3.5,36.5,38.0,7.8,0,0,13,21,144,52.3,11,53,8,0,19.2,78,10,52,181.98,1898,0,1976
Oliver Straw,157362,P,W VIRGINIA,8,33,33,3.82,41.12,42.09,2.4,0,0,7,18,343,67.3,13,63,2,0,15.2,12,5,33,126.1,1357,1,1389
Tyler Perkins,157568,P,IOWA STATE,9,34,34,3.79,41.44,42.06,0.1,3,0,10,12,193,56.7,15,61,4,0,20.6,1,7,37,128.96,1409,1,1430
Ben Garbarini,157571,P,IOWA STATE,2,2,2,4.26,25.5,35.5,,0,0,0,0,193,59.3,0,47,1,0,0.0,0,0,2,8.52,51,1,71
Ashton Logan,157726,P,COLORADO,3,17,17,3.65,34.35,40.59,14.3,0,0,4,6,143,53.9,5,55,0,0,35.3,86,6,17,62.0,584,1,690
Anthony Venneri,157949,K,BUFFALO,7,28,28,3.38,35.64,43.18,13.1,0,0,4,5,126,60.8,7,64,5,0,35.7,131,10,28,94.72,998,4,1209
Harry Webster,158251,P,NEVADA,6,22,22,4.06,33.64,33.86,5.0,0,0,6,13,239,61.2,6,49,2,0,4.5,5,1,22,89.32,740,0,745
Maximilian Von Marburg,158309,P,SYRACUSE,8,35,35,3.84,36.66,41.06,7.2,0,0,2,10,304,65.3,6,55,7,0,37.1,94,13,35,134.51,1283,3,1437
Ryan Eckley,158380,P,MICH STATE,1,1,1,3.36,35.0,41.0,6.0,0,0,0,0,223,60.0,0,41,0,0,100.0,6,1,1,3.36,35,0,41
Mitch McCarthy,158448,P,UCF,7,21,21,4.04,40.05,43.05,10.5,0,0,5,8,323,69.8,8,54,2,0,28.6,63,6,21,84.8,841,0,904
Chase Barry,162456,P,UCLA,1,1,1,3.03,39.0,39.0,,0,0,1,0,324,60.0,0,39,0,0,0.0,0,0,1,3.03,39,0,39
Jack McCallister,162493,P,WASHINGTON,9,18,18,3.47,35.94,41.22,6.1,0,0,3,1,340,41.5,5,58,3,0,50.0,55,9,19,62.45,647,2,742
Jordan Doelling,162942,P,FIU,1,1,1,2.93,30.0,30.0,,0,0,0,0,166,60.0,0,30,1,0,0.0,0,0,1,2.93,30,0,30
Trent Carrizosa,163281,P,COLORADO,6,27,27,3.6,37.26,42.19,7.8,0,0,1,8,143,51.3,8,52,1,0,63.0,133,17,27,97.27,1006,0,1139
Ross James,163296,P,OREGON,3,8,8,4.03,36.38,41.88,22.0,0,0,1,5,264,66.4,3,52,0,0,25.0,44,2,8,32.27,291,0,335
Aadyn Sleep-Dalton,163312,P,USC,9,23,23,3.76,36.83,40.09,12.5,0,0,5,10,326,61.7,7,52,2,0,26.1,75,6,23,86.37,847,0,922
Alex Weir,163371,P,S JOSE ST,4,13,13,4.24,42.31,45.38,0.0,0,0,1,9,285,72.2,5,57,0,0,7.7,0,1,13,55.1,550,2,590
Luke Freer,169503,K,AIR FORCE,1,2,2,3.44,47.0,47.5,1.0,0,0,1,0,101,58.0,1,48,0,0,50.0,1,1,2,6.87,94,0,95
